PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	GOLD, D				GOLD, D			A CRITICISM OF AN EMPIRICAL-ASSESSMENT OF THE CONCEPT OF BUREAUCRACY ON CONCEPTUAL INDEPENDENCE AND EMPIRICAL INDEPENDENCE	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	SELVIN HC, 1963, AM SOCIOL REV, V28, P399, DOI 10.2307/2090351; 1963, AM J SOCIOLOGY, V69, P32	2	2	2	0	1	UNIV CHICAGO PRESS	CHICAGO	5720 SOUTH WOODLAWN AVE, CHICAGO, IL 60637-1603	0002-9602			AM J SOCIOL	Am. J. Sociol.		1964	70	2					223	225		10.1086/223798			3	Sociology	Social Science Citation Index (SSCI)	Sociology	CAW75	WOS:A1964CAW7500009					2022-01-23	
J	GOLDSTEIN, S; MAYER, K				GOLDSTEIN, S; MAYER, K			DEVOLUTION OF AN EMPIRICAL GENERALIZATION - COMMENT	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	DUNCAN B, 1962, AM J SOCIOL, V67, P418, DOI 10.1086/223165; Duncan OD, 1955, AM J SOCIOL, V60, P493, DOI 10.1086/221609; GOLDSTEIN S, 1962, METROPOLITANIZATION, P31; UYEKI ES, 1964, AM J SOCIOLOGY, V69, P498	4	2	2	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1722 N ST NW, WASHINGTON, DC 20036-2981	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.		1964	29	6					863	865		10.2307/2090869			3	Sociology	Social Science Citation Index (SSCI)	Sociology	CAF95	WOS:A1964CAF9500006					2022-01-23	
J	GOLEMBIEWSKI, RT				GOLEMBIEWSKI, RT			AUTHORITY AS A PROBLEM IN OVERLAYS - A CONCEPT FOR ACTION AND ANALYSIS	ADMINISTRATIVE SCIENCE QUARTERLY			English	Article																	ADAMS S, 1953, SOCIAL FORCES, V32, P18; ARGYRIS C, 1962, INTERPERSONAL COMPET, P208; Barnard Chester I., 1938, FUNCT EXECUTIVE, P163; BLAU PM, 1962, FORMAL ORGANIZATIONS, P173; Borgatta EF, 1954, AM SOCIOL REV, V19, P755, DOI 10.2307/2087923; CHAPPLE E, 1961, MEASURE MANAGEMENT, P18; DALTON M, 1959, MEN MANAGE, P20; DUBIN R, 1962, SOCIAL SCI APPROACHE, P11; ELLIOTT D, 1953, OFFICE MANAGEMENT SE, V134, P1; FAYOL H, 1949, GENERAL IND MANAGEME, P21; FIEDLER FE, 1958, LEADER ATTITUDES GRO, P29; FOLLETT MP, 1926, B TAYLOR SOC, V11, P244; GOLEMBIEWSKI RT, 1962, PUBLIC ADMIN REV, V22, P51, DOI 10.2307/973714; GOLEMBIEWSKI RT, 1962, AM POLIT SCI REV, V56, P961, DOI 10.2307/1952798; GOLEMBIEWSKI RT, 1962, SMALL GROUP, P56; GOLEMBIEWSKI RT, 1963, J ACADEMY MANAGEMENT, V6, P18; GOLEMBIEWSKI RT, 1963, Q REV EC BUSINESS, V3, P29; GUEST RH, 1962, ORG CHANGE, P66; HAIRE M, 1962, ORG THEORY IND PRACT, P5; HARVEY OJ, 1960, SOCIOMETRY, V23, P57, DOI 10.2307/2786138; HOPKINS TK, 1961, COMPLEX ORG, P83; KAHN RL, 1960, GROUP DYNAMICS RES T, P559; LANDSBERGER HA, 1961, ADMIN SCI QUART, V6, P299, DOI 10.2307/2390705; LIKERT R, 1961, NEW PATTERNS MANAGEM, P56; MACRAE D, 1960, SOCIOMETRY, V23, P360, DOI 10.2307/2785690; Mandeville Merten, 1960, J ACAD MANAGEMENT, V3, P107; MARCH J, 1958, ORGANIZATIONS, P36; MARCH JG, 1956, SOCIOMETRY, V19, P260, DOI 10.2307/2785767; MELMAN S, 1958, DECISION MAKING PROD, P176; PATCHEN M, 1962, ADMIN SCI QUART, V7, P275, DOI 10.2307/2390943; PELZ DC, 1960, ADMIN SCI QUART, V4, P410, DOI 10.2307/2390766; PELZ DC, 1959, ADMIN SCI QUART, V4, P321, DOI 10.2307/2390913; PFIFFNER JM, 1960, ADMINISTRATIVE ORGAN, P19; PRESTHUS RV, 1960, PUBLIC ADM REV, V20, P171; PSATHAS G, 1960, SOCIOMETRY, V23, P177, DOI 10.2307/2785681; SCHELL EH, 1946, TECHNIQUES EXECUTIVE, P57; Schutz W. C., 1958, FIRO 3 DIMENSIONAL T; Schutz WC, 1955, HUM RELAT, V8, P429, DOI 10.1177/001872675500800404; SIMON HA, 1957, ADM BEHAVIOR, pR34; STRAUSS G, 1963, SOCIAL SCIENCE ORGAN, P41; THOMPSON JD, 1960, AM J SOCIOLOGY, V60, P290; Van Zelst RH, 1952, PERS PSYCHOL, V5, P175; VLECK A, 1957, 18 AM MAN ASS SPEC R, P39; WALKER CR, 1950, HARVARD BUSINESS REV, V28, P57; WALKER CR, 1957, AUTOMATED FACTORY, P41; WHYTE WH, 1956, ORG MAN, P225; WORTHY JC, 1953, 5TH P ANN M IND REL, P77	47	2	2	0	0	ADMINISTRATIVE, SCI QUARTERLY	ITHACA	CORNELL UNIV, JOHNSON SCHOOL, 20 THORNWOOD DR, STE 100, ITHACA, NY 14850-1265	0001-8392			ADMIN SCI QUART	Adm. Sci. Q.		1964	9	1					23	49		10.2307/2391520			27	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CCX42	WOS:A1964CCX4200002					2022-01-23	
J	GREENWOOD, F				GREENWOOD, F			EFFECTIVE LRP REQUIRES ACTION	ACADEMY OF MANAGEMENT JOURNAL			English	Article																		0	2	2	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	3					224	228		10.2307/255170			5	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CFV05	WOS:A1964CFV0500006					2022-01-23	
J	GRUSKY, O				GRUSKY, O			ORGANIZATIONAL SIZE AND MANAGERIAL SUCCESSION - A RE-EXAMINATION - REPLY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	2	2	1	1	UNIV CHICAGO PRESS	CHICAGO	5720 SOUTH WOODLAWN AVE, CHICAGO, IL 60637-1603	0002-9602			AM J SOCIOL	Am. J. Sociol.		1964	70	2					222	222		10.1086/223796			1	Sociology	Social Science Citation Index (SSCI)	Sociology	CAW75	WOS:A1964CAW7500007					2022-01-23	
J	HAMILTON, RF				HAMILTON, RF			INCOME, CLASS, AND REFERENCE GROUPS	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	CAPLOVITZ D, 1963, POOR PAY MORE; Gans, 1962, URBAN VILLAGERS GROU; HAMILTON R, 1963, BRIT J SOCIOL, V14, P363, DOI 10.2307/586988; HAMILTON RF, 1964, BLUE COLLAR WORLD	4	2	2	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1722 N ST NW, WASHINGTON, DC 20036-2981	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.		1964	29	4					576	579		10.2307/2091206			4	Sociology	Social Science Citation Index (SSCI)	Sociology	CAF93	WOS:A1964CAF9300008					2022-01-23	
J	KOVARSKY, I				KOVARSKY, I			MANAGEMENT, RACIAL-DISCRIMINATION AND APPRENTICE TRAINING-PROGRAMS	ACADEMY OF MANAGEMENT JOURNAL			English	Article																	BRUNER, 1960, NATION, V190, P207; CHASAN, 1958, 18 REPORTER, V18, P27; GRAHAM, 1961, CATHOLIC WORLD, V193, P374; GRAHAM, 1961, CATHOLIC WORLD, V193, P376; SACHS, 1963, LAB LJ, V14, P849; *US COMM CIV RIGHT, 1961, EMPL, P95; *US COMM CIV RIGHT, 1961, CIV RIGHTS, P54; 1958, MONTHLY LABOR REV, V81, P1126; 1961, GOVT CONTRACT EMPLOY, P1; 1956, U PITTSBURGH LAW REV, V17, P439; 1963, ENG NEWS RECORD, V171, P43; 1958, MONTHLY LABOR REV, V81, P1134; 1960, MONTHLY LABOR REV, V83, P953; 1958, MONTHLY LABOR REV, V81, P1125; 1961, ENG NEWS RECORD, V167, P80; 1960, MONTHLY LABOR REV, V83, P952; 1960, MONTHLY LABOR REV, V83, P955; 1960, ENG NEWS RECORD, V164, P78	18	2	2	0	4	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	3					196	203		10.2307/255167			8	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CFV05	WOS:A1964CFV0500003					2022-01-23	
J	SCHWARTZ, M				SCHWARTZ, M			THE RECIPROCITIES MULTIPLIER - AN EMPIRICAL-EVALUATION	ADMINISTRATIVE SCIENCE QUARTERLY			English	Article																	GOULDNER AW, 1959, SOCIOLOGY TODAY PROB, P403; PARSONS T, 1951, SOCIAL SYSTEM, P205; Siegel S., 1956, NONPARAMETRIC STAT B, P40; [No title captured]	4	2	2	0	1	ADMINISTRATIVE, SCI QUARTERLY	ITHACA	CORNELL UNIV, JOHNSON SCHOOL, 20 THORNWOOD DR, STE 100, ITHACA, NY 14850-1265	0001-8392			ADMIN SCI QUART	Adm. Sci. Q.		1964	9	3					264	277		10.2307/2391441			14	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CCX44	WOS:A1964CCX4400002					2022-01-23	
J	SELVIN, HC; HAGSTROM, WO				SELVIN, HC; HAGSTROM, WO			THE EMPIRACAL CLASSIFICATION OF FORMAL GROUPS - REPLY TO GOLD	AMERICAN SOCIOLOGICAL REVIEW			English	Article																		0	2	2	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1722 N ST NW, WASHINGTON, DC 20036-2981	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.		1964	29	5					739	739		10.2307/2091426			1	Sociology	Social Science Citation Index (SSCI)	Sociology	CAF94	WOS:A1964CAF9400011					2022-01-23	
J	WHITING, RJ				WHITING, RJ			HISTORICAL SEARCH IN HUMAN-RELATIONS	ACADEMY OF MANAGEMENT JOURNAL			English	Article																	ALBERS HH, 1961, ORG EXECUTIVE ACTION; ASHLEY WJ, 1895, ESSAY PRINCIPLE POPU, P92; DAVIS K, 1962, HUMAN RELATIONS WORK; DENSLOW V, 1888, PRINCIPLES EC PHILOS, P182; FLANDERS RE, 1948, FUNCTIONS MANAGEMENT, P16; GIDE C, 1915, HIST EC DOCTRINES, P507; Goehre Paul, 1891, DREI MONATE FABRIKAR; Haimann T., 1962, PROFESSIONAL MANAGEM; HOPF HA, 1944, SPECTATOR, V151, P6; Koontz H., 1959, PRINCIPLES MANAGEMEN; Likert R., 1961, NEW PATTERNS MANAGEM; MAHAN AT, 1918, NAVAL ADM WARFARE, P23; MARSHALL A, 1961, PRINCIPLES EC, V2, P35; Peterson E., 1962, BUSINESS ORG MANAGEM; PFIFFNER JM, 1960, ADM ORG, P101; SALTONSTALL R, 1959, HUMAN RELATIONS ADM, pR9; SHANAHAN WO, 1954, GERMAN PROTESTANTS F, P346; TERRY GR, 1960, PRINCIPLES MANAGEMEN; URE A, 1835, PHILOS MANUFACTURES, P277; WILLIAMS W, 1925, MAINSPRINGS MEN, P146	20	2	2	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	1					45	53		10.2307/255233			9	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CFV03	WOS:A1964CFV0300004					2022-01-23	
J	YOUNG, S				YOUNG, S			DESIGNING THE MANAGEMENT-SYSTEM	ACADEMY OF MANAGEMENT JOURNAL			English	Article																	DRUCKER PF, 1956, MANAGEMENTS MISSION, P163; JOHNSON RA, 1963, THEORY MANAGEMENT SY, P22; SIMON H, 1960, NEW SCIENCE MANAGERI, P4	3	2	2	0	1	ACAD MANAGEMENT	BRIARCLIFF MANOR	PACE UNIV, PO BOX 3020, 235 ELM RD, BRIARCLIFF MANOR, NY 10510-8020	0001-4273			ACAD MANAGE J	Acad. Manage. J.		1964	7	2					137	148		10.2307/255022			12	Business; Management	Social Science Citation Index (SSCI)	Business & Economics	CFV04	WOS:A1964CFV0400004					2022-01-23	
