PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Blackmar, FW				Blackmar, Frank W.			DISCUSSION OF THE PAPER BY PROFESSOR FREDERICK J TURNER," "IS SECTIONALISM IN AMERICA DYING AWAY?"	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	1	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1908	13	6					813	821					9	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QO	WOS:000204977800005					2022-01-23	
J	Henderson, CR				Henderson, Charles Richmond			INDUSTRIAL INSURANCE IX MUNICIPAL PENSION SYSTEMS AND PENSIONS FOR TEACHERS	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	*COMM ED, 1903, REP COMM ED, P2449; *COMM ED, 1902, REP COMM ED, P712; WILLCOX WF, 1905, B BUREAU CENSUS, V23; REPORT SALARIES, P183	4	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1908	13	6					843	856					14	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QO	WOS:000204977800007					2022-01-23	
J	Ross, EA				Ross, Edward Alsworth			RATIONAL IMITATION	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	WHITE, HIST WARFARE SCI THE, V1, P203	1	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1908	13	6					723	730					8	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QO	WOS:000204977800001					2022-01-23	
J	Henderson, CR				Henderson, Charles Richmond			INDUSTRIAL INSURANCE VIII INSURANCE PLANS OF RAILROAD CORPORATIONS	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	RIEBENACK M, 1905, RAILWAY PROVIDENT I, P31; 1905, NATL CIVIC FEDER MAR; 1903, STAT ABSTR US, P403	3	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAR	1908	13	5					584	616		10.1086/211619			33	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QN	WOS:000204977700002		Green Submitted			2022-01-23	
J	Ross, EA				Ross, Edward Alsworth			THE NATURE AND SCOPE OF SOCIAL PSYCHOLOGY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAR	1908	13	5					577	583		10.1086/211618			7	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QN	WOS:000204977700001		Bronze			2022-01-23	
J	Elkin, WB				Elkin, W. B.			THE PROBLEM OF CIVILIZATION IN THE TWENTIETH CENTURY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	STRONG, 20 CENTURY CITY, P18; 1906, OUTLOOK         0825	2	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JAN	1908	13	4					543	562					20	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QM	WOS:000204977600008					2022-01-23	
J	Henderson, CR				Henderson, Charles Richmond			INDUSTRIAL INSURANCE VII FIRMS AND CORPORATIONS	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	ARCHBOLD JD, 1907, SATURDAY EVENIN 1207, P32; BEMIS EW, 1898, HANDWOERTERBUCH STAA, V1, P714; DOLGE A, 1896, EC THEORIES PRACTICA; MONROE P, 1897, AM J SOCIOLOGY   JAN; *NY DEP LAB, 1903, REP NEW YORK DEP LAB, P231; 1907, CHARITIES COMMO 1207, P1207	6	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JAN	1908	13	4					491	509					19	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QM	WOS:000204977600004					2022-01-23	
J	Lloyd, AH				Lloyd, Alfred H.			THE INSTITUTION AND SOME OF ITS ORIGINAL SINS	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	1905, AM HIST REV      JUL	1	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JAN	1908	13	4					525	542					18	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QM	WOS:000204977600007					2022-01-23	
J	Rowe, LS				Rowe, L. S.			MUNICIPAL PROGRESS IN BRAZIL - THE CITIES OF THE STATE OF SAN PAULO	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JAN	1908	13	4					510	514					5	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QM	WOS:000204977600005					2022-01-23	
J	Ross, JB				Ross, Joseph B.			THE TEMPER OF THE AMERICAN	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	1	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	NOV	1907	13	3					380	391		10.1086/211593			12	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QL	WOS:000204977500004		Bronze			2022-01-23	
J	[Anonymous]				[Anonymous]			THE RELATIONS OF THE SOCIAL SCIENCES A SYMPOSIUM	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	NOV	1907	13	3					392	401					10	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QL	WOS:000204977500005					2022-01-23	
J	Henderson, CR				Henderson, Charles Richmond			INDUSTRIAL INSURANCE V THE EMPLOYERS' LIABILITY LAW	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	CLAY WG, 1899, ANN REPORT NEW YORK, V17, P555; CLAY WG, 1897, ABSTRACT LAW EMPLOYE; DAWSON MM, 1904, RAILWAY AGE, P415; FESSENDER SD, 1900, B DEP LABOR, V31; FIELD, US SUPREME COURT REP, P3867; FREUND E, POLICE POWER; LABATT CB, 1904, COMMENTARIES LAW MAS; MOORE WF, INSURANCE, P328; POLLOCK, LAW TORTS, P96; RENO C, 1903, IND COMMISSION REPOR, V19, P932; RENO C, 1903, IND COMMISSION REPOR, V5, P76; RENO C, 1903, IND COMMISSION REPOR, V17, P970; SCHAFFNER HA, 1905, B DEP LABOR, V40; STIMSON FJ, 1904, REPORT COMMITTEE REL; STIMSON FJ, 1904, 10 SPECIAL REPORT CO; STIMSON FJ, 1895, HDB LABOR LAW, P161; REPORT IND COMMISSIO, V7, P78; 1905, 37 REPORT INSURANCE, pR17; 1906, 23 ANN REPORT LABOR; 1907, GREEN BAG        FEB, P80	20	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1907	13	2					185	201					17	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QK	WOS:000204977400002					2022-01-23	
J	Small, AW				Small, Albion W.			ARE THE SOCIAL SCIENCES ANSWERABLE TO COMMON PRINCIPLES OF METHOD?	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	AM J SOCIOLOGY, V13, P1; AM J SOCIOLOGY, V13, P9; AM J SOCIOLOGY, V13, P10; UEBER EIMGE GRUNDFRE, P42; AM J SOCIOLOGY, V13, P13; AM J SOCIOLOGY, V12, P739	6	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1907	13	2					202	225					24	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QK	WOS:000204977400003					2022-01-23	
J	Woodruff, CR				Woodruff, Clinton Rogers			SOME PERMANENT RESULTS OF THE PHILADELPHIA UPHEAVAL OF 1905-06	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	1906, AM J SOCIOLOGY, V12, P190	1	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1907	13	2					252	271		10.1086/211576			20	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QK	WOS:000204977400005		Bronze			2022-01-23	
J	Rhoades, MC				Rhoades, Mabel Carter			A CASE STUDY OF DELINQUENT BOYS IN THE JUVENILE COURT OF CHICAGO	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	*AM STAT ASS, 1893, REP AM STAT ASS; *CHILD STUD DEP, 1899, REP CHILD STUDY DEP, P4; WILLETT MH, EMPLOYMENT WOMEN CLO, P204; REPORT 1904, P49; CLASSES PAUVRES, P55	5	0	0	0	1	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JUL	1907	13	1					58	80					23	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QJ	WOS:000204977300005					2022-01-23	
J	Small, AW				Small, Albion W.			ARE THE SOCIAL SCIENCES ANSWERABLE TO COMMON PRINCIPLES OF METHOD?	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	HOXIE, AM J SOCIOLOGY, V12, P739; HOXIE, AM J SOCIOLOGY, V12, P11; AM J SOCIOLOGY, V12, P637; AM J SOCIOLOGY, V12, P635; FDN SOCIOLOGY, P40; AM J SOCIOLOGY, V12, P11	6	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JUL	1907	13	1					3	21					19	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QJ	WOS:000204977300001					2022-01-23	
J	Henderson, CR				Henderson, Charles Richmond			INDUSTRIAL INSURANCE BENEFIT FEATURES OF THE TRADE-UNIONS	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	*DEP LAB, 1906, B DEP LAB, P110; HOLLANDER, 1905, STUDIES AM TRADE UNI, P323; *IND COMM, REP IND COMM, V17, P280; 1906, CHICAGO DAILY NEWS A, P114; 1906, CONSTITUTION CIGARMA	5	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1907	12	6					756	778		10.1086/211549			23	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RG	WOS:000204979600002		Green Submitted			2022-01-23	
J	Henderson, CR				Henderson, Charles Richmond			INDUSTRIAL INSURANCE II LOCAL RELIEF SOCIETIES	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	NEWER IDEALS PEACE, P90	1	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAR	1907	12	5					717	734		10.1086/211545			18	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RF	WOS:000204979500009		Green Submitted			2022-01-23	
J	[Anonymous]				[Anonymous]			THE AMERICAN SOCIOLOGICAL SOCIETY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAR	1907	12	5					579	580					2	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RF	WOS:000204979500001					2022-01-23	
J	Henderson, CR				Henderson, Charles Richmond			INDUSTRIAL INSURANCE I THE EXTENT AND NATURE OF THE DEMAND FOR A SOCIAL POLICY OF WORKINGMEN'S INSURANCE	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	ADAMS, LABOR PROBLEMS, P142; BAILEY, MODERN SOCIAL CONDIT, P247; *COMM LAB, 1903, 18 COMM LAB; *COMM LAB, 18 COMM LAB, P60; HOFFMAN FL, 1903, STAT ABSTRACT, P421; *IND COMM, REP IND COMM, V12, P50; MAYOSMITH, STAT EC, P70; MAYOSMITH, STAT EC, P298; *NAT ED ASS, 1905, REP COMM SAL TEN PEN; ROBERTS P, ANTHRACITE COAL COMM, P346; *US CENS, 1890, MAN 1, P20; VANDERLIP FA, 1905, N AM REV         DEC, P925; PRINCIPLES RELIEF, P34; 1906, ANN AM ACAD      MAY, P28; 1906, CHARITIES COMMO 1117; FACTS NEGROES INCLUD, P15; PRACTICAL SOCIOLOGY, P312; ANTHRACITE COAL COMM, P346; 1906, SOCIAL SERVICE   AUG; 1906, N AM REV         NOV, P1030; 1903, STAT ABSTRACT, P22	21	0	0	0	1	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JAN	1907	12	4					470	486		10.1086/211518			17	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RE	WOS:000204979400002		Green Submitted			2022-01-23	
J	Mumford, E				Mumford, Eben			THE ORIGINS OF LEADERSHIP. III	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	BANCROFT, NATIVE RACES PACIFIC, V1, P118; BANCROFT, NATIVE RACES PACIFIC, V1, P217; *BUR AM ETHN, 3 BUR AM ETHN, P356; DORSEY, 15 BUR AM ETHN, P224; FISON, KAMILAROI KURNAI, P170; KRAUSE, TLINKIT INDIANER, P112; MCGEE, 15 BUR AM ETHN, P187; NIEBOER, SLAVERY IND SYSTEM, P175; ROOSEVELT, WINNING W, V1, P82; *SCHOOLCR, HIST COND PROSP IN 5, P686; THOMAS WI, AM J SOCIOLOGY, V3, P754; THOMAS WI, AM J SOCIOLOGY, V3, P31; TALKS PSYCHOL LIFES, P38; AM J SOCIOLOGY, V12, P390; ETHNOLOGISCHE STUDIE, V2, P177; AM J SOCIOLOGY, V12, P377; Z SOCIALWISSENSCHAFT, V1, P607	17	0	0	0	1	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JAN	1907	12	4					500	531		10.1086/211520			32	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RE	WOS:000204979400004		Green Submitted			2022-01-23	
J	Klebs, AC				Klebs, Arnold C.			INSURANCE OF INDUSTRIAL WORKING-MEN AS AN INSTRUMENT OF TUBERCULOSIS PREVENTION	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1906	12	2					176	189		10.1086/211483			14	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RC	WOS:000204979200002		Green Submitted			2022-01-23	
J	Rowe, LS				Rowe, L. S.			MUNICIPAL OWNERSHIP AND OPERATION: THE VALUE OF FOREIGN EXPERIENCE	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	HOWE FC, 1906, MUNICIPAL OWNERSHIP; MEYER HR, 1906, MUNICIPAL OWNERSHIP	2	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1906	12	2					241	253		10.1086/211486			13	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RC	WOS:000204979200005		Green Submitted			2022-01-23	
J	Woodruff, CR				Woodruff, Clinton Rogers			PRACTICAL MUNICIPAL PROGRESS	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1906	12	2					190	215		10.1086/211484			26	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RC	WOS:000204979200003		Green Submitted			2022-01-23	
J	Boyle, JE				Boyle, James E.			AMERICAN DRIFT TOWARD EDUCATIONAL UNITY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1906	11	6					830	842		10.1086/211462			13	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RA	WOS:000204979000005		Green Submitted			2022-01-23	
J	Fleming, HE				Fleming, Herbert E.			THE LITERARY INTERESTS OF CHICAGO. V	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1906	11	6					784	816		10.1086/211460			33	Sociology	Social Science Citation Index (SSCI)	Sociology	V73RA	WOS:000204979000003		Green Submitted			2022-01-23	
J	De Greef, G				De Greef, G.			INTRODUCTION TO SOCIOLOGY. XVIII PART III. GENERAL STRUCTURE OF SOCIETY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article									Nouvelle Univ, Brussels, Belgium								RECLUS E, GEOGRAPHIE UNIVERSEL	1	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAR	1906	11	5					663	680		10.1086/211434			18	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QZ	WOS:000204978900006		Bronze			2022-01-23	
J	Hayes, EC				Hayes, Edward C.			SOCIOLOGICAL CONSTRUCTION LINES. IV	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	FOGEL PH, 1904, AM J SOCIOLOGY   NOV; FOGEL PH, 1905, AM J SOCIOLOGY   JAN; ROYCE, SPIRIT MODERN PHILOS, P407; AM J SOCIOLOGY, V10, P356; AM J SOCIOLOGY, V10, P355	5	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAR	1906	11	5					623	645		10.1086/211431			23	Sociology	Social Science Citation Index (SSCI)	Sociology	V73QZ	WOS:000204978900003		Bronze			2022-01-23	
