PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	WE	SC	GA	UT	PM	OA	HC	HP	DA
J	Sweetser, FL				Sweetser, Frank L., Jr.			POPULATION, AREA, AND DENSITY OF COMPARABLE METROPOLITAN DISTRICTS AND STANDARD METROPOLITAN AREAS	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	BOGUE DJ, 1949, STRUCTURE METROPOLIT; *BUR BUDG EX OFF P, 1950, STAND METR AR UNPUB; *NEW ENGL REG PLAN, 1940, PUBL NEW ENGL REG PL, V60; *US BUR CENS, CENS POP 1950, V1, pR33; *US BUR CENS, 1950 CENS POP PC3; *US BUR CENS, 16 CENS US POP, V1; *US BUR CENS, 16 CENS US 1940 POP, V1, P11; [No title captured]	8	0	0	0	1	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	AUG	1955	20	4					414	419		10.2307/2092739			6	Sociology	Social Science Citation Index (SSCI)	Sociology	V59YD	WOS:000204051100005					2022-01-23	
J	Mccormick, TC; Wahl, JR				Mccormick, Thomas C.; Wahl, J. Richard			PREDICTING ELECTION TURNOUT: A TEST OF A BEHAVIOR HYPOTHESIS	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	DEMING WE, 1953, J AM STAT ASSOC, V48, P244, DOI 10.2307/2281285; Freeman HE, 1953, PUBLIC OPIN QUART, V17, P288, DOI 10.1086/266462; GALLUP G, 1953, PUBLIC OPIN QUART, V17, P207; Gallup G, 1953, PUBLIC OPIN QUART, V17, P202, DOI 10.1086/266454; HORST P, 1941, SOCIAL SCI RES COUNC, V48, P64; KENDALL MG, 1948, RANK CORRELATION MET, P46; Lazarsfeld PF., 1944, PEOPLES CHOICE; MILLER, REGISTRATION, P393; MOSTELLER F, 1949, SOCIAL SCI RES COUNC, V60; OGDEN CK, 1945, MEANING MEANING, P117; STOUFFER SA, 1950, AM SOLDIER MEASUREME, V4, P363; SUCHMAN EA, 1952, PUBLIC OPIN QUART, V16, P436; THOMSON GH, 1948, FACTORIAL ANAL HUMAN, P321; WAHL JR, 1954, THESIS U WISCONSIN, P98; 1952, PUBLIC OPINION Q, V16, P387; INTENT VOTE, P386; INTEREST, P396	17	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JUL	1955	61	1					39	47		10.1086/221661			9	Sociology	Social Science Citation Index (SSCI)	Sociology	V74HG	WOS:000205021200006					2022-01-23	
J	Faris, E				Faris, Ellsworth			SOME PHASES OF RELIGION THAT ARE SUSCEPTIBLE OF SOCIOLOGICAL STUDY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1955	60						90	90					1	Sociology	Social Science Citation Index (SSCI)	Sociology	V74HL	WOS:000205021700007					2022-01-23	
J	Small, AW				Small, Albion W.			THE CHURCH AND CLASS CONFLICTS AN OPEN LETTER TO THE LAYMEN'S COMMITTEE ON INTERCHURCH SURVEY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1955	60						54	74		10.1086/221653			21	Sociology	Social Science Citation Index (SSCI)	Sociology	V74HL	WOS:000205021700005					2022-01-23	
J	Sumner, WG				Sumner, William G.			RELIGION AND THE MORES	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1955	60						19	33		10.1086/221651			15	Sociology	Social Science Citation Index (SSCI)	Sociology	V74HL	WOS:000205021700003					2022-01-23	
J	Dornbtusch, SM				Dornbtusch, Sanford M.			THE PREDICTION OF TOTAL FAMILY UNEMPLOYMENT	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	BRUNSMAN HG, COMMUNICATION; HENEMAN HG, 1948, THESIS U MINNESOTA, P143; HUMPHREY DD, 1940, FAMILY UMEMPLOYMENT, P7; HUMPHREY DD, 1940, FAMILY UMEMPLOYMENT; PALMER GL, 1937, RECENT TRENDS EMPLOY, P11; Parrish JB, 1939, AM ECON REV, V29, P325; STOUFFER SA, 1937, RES MEMORANDUM FAMIL, P48; *US BUR CENS, 1943, 16 CENS US 1940 POP; WEBB JN, 1939, J AM STAT ASSOC, V34, P52	9	0	0	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	AUG	1954	19	4					472	475		10.2307/2087469			4	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XX	WOS:000204050500014					2022-01-23	
J	Riemer, S				Riemer, Svend			PREMISES IN SOCIOLOGICAL INQUIRY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	Dewey John, 1948, RECONSTRUCTION PHILO, P14; FARIS E, 1953, SOCIAL SYSTEM AM SOC, V18, P103; HARTUNG FE, 1952, PHILOS SCI, V19, P17; Lundberg GA, 1950, SCI MON, V70, P299; MYRDAL G, 1944, AM DILEMMA, V2, P1041; Ogburn W., 1922, SOCIAL CHANGE; RIEMER S, 1937, OEKONOMISKE TEORIS P, P132	7	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAY	1954	59	6					551	555		10.1086/221441			5	Sociology	Social Science Citation Index (SSCI)	Sociology	V74FJ	WOS:000205016300005					2022-01-23	
J	Faris, E				Faris, Ellsworth			IN MEMORIAM ELLSWORTH FARIS, 1874-1953	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																		0	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	MAR	1954	59	5					470	471					4	Sociology	Social Science Citation Index (SSCI)	Sociology	V74FH	WOS:000205016100007					2022-01-23	
J	Owen, JE				Owen, John E.			SOCIOLOGY IN FINLAND	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	BARNES, 1938, SOCIAL THOUGHT LORE, V2, P942; 1953, SOCIAL SCI, V28, P3	2	0	0	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	FEB	1954	19	1					62	68		10.2307/2088174			7	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XU	WOS:000204050200010					2022-01-23	
J	Lantis, M				Lantis, Margaret			OPPORTUNITIES FOR SOCIOLOGICAL RESEARCH IN ALASKA	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	1953, SCI MONTHLY      JUL	1	0	0	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	DEC	1953	18	6					666	669		10.2307/2088123			4	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XT	WOS:000204050100013					2022-01-23	
J	Lewis, DJ				Lewis, Donald J.			RATS AND MEN	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	Beach FA, 1950, AM PSYCHOL, V5, P115, DOI 10.1037/h0056510; Gibson EJ, 1940, PSYCHOL REV, V47, P196, DOI 10.1037/h0060582; GROSSLIGHT JH, 1947, AM J PSYCHOL, V60, P378, DOI 10.2307/1416918; KENDLER HH, 1952, PSYCHOL REV, V59, P269, DOI 10.1037/h0057469; LEWIS DJ, 1952, J EXP PSYCHOL, V43, P447, DOI 10.1037/h0058861; Lindesmith AR, 1952, AM J SOCIOL, V58, P272, DOI 10.1086/221149; Miller N.E., 1950, PERSONALITY PSYCHOTH; Miller N.E., 1941, SOCIAL LEARNING IMIT; MOORE OK, 1952, PSYCHOL REV, V59, P380, DOI 10.1037/h0055903; MOWRER OH, 1950, LEARNING THEORY PERS; MURPHY MJ, 1943, THESIS NEW YORK U; SHOBEN EJ, 1949, PSYCHOL BULL, V46, P366, DOI 10.1037/h0061680; SIEGEL PS, 1953, J EXP PSYCHOL, V45, P12, DOI 10.1037/h0054535; STONE CP, 1951, COMP PSYCHOL, P1; UNDERWOOD B, 1949, EXPT PSYCHOL	15	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1953	59	2					131	135		10.1086/221286			5	Sociology	Social Science Citation Index (SSCI)	Sociology	V74FC	WOS:000205015600004					2022-01-23	
J	Riemer, S				Riemer, Svend			EMPIRICAL TRAINING AND SOCIOLOGICAL THOUGHT	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	BARNETT L, 1952, UNIVERSE DR EINSTEIN, P117; FIREY W, 1947, LAND USE CENTRAL BOS, P3; LUNDBERG GA, 1939, FDN SOCIOLOGY; LUNDBERG GA, 1939, FDN SOCIOLOGY, P15; Merton RK, 1948, AM SOCIOL REV, V13, P505, DOI 10.2307/2087142; Mills, 1946, M WEBER ESSAYS SOCIO, P129, DOI DOI 10.1007/978-1-349-25249-7_17; REISMAN D, 1950, LONELY CROWD, P133; SIBLEY E, 1948, SOCIAL SCI RES COUNC, V58; WARNER WJ, 1951, B AM SOCIOLOGICAL SO, P4; WHITEHEAD AN, 1938, SCI MODERN WORLD, P75	10	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1953	59	2					107	112		10.1086/221283			6	Sociology	Social Science Citation Index (SSCI)	Sociology	V74FC	WOS:000205015600001					2022-01-23	
J	Palmer, EN				Palmer, Edward Nelson			TOWARD A SOCIOLOGICAL DEFINITION OF OLD AGE: A RESEARCH NOTE	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	CAVAN RS, 1949, PERSONAL ADJUSTMENT, P1	1	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JUL	1953	59	1					28	29		10.1086/221262			2	Sociology	Social Science Citation Index (SSCI)	Sociology	V74FB	WOS:000205015500004					2022-01-23	
J	Reeder, LG				Reeder, Leo G.			A NOTE ON THE BURGESS-DAVIE, FIREY DIFFERENCES REGARDING INDUSTRIAL LOCATION	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	ALIHAN MA, 1938, SOCIAL ECOLOGY; DAVIE MR, 1937, STUDIES SCI SOC; FIREY W, 1946, LAND USE CENTRAL BOS; REEDER LA, 1952, THESIS U CHICAGO	4	0	0	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	APR	1953	18	2					189	191		10.2307/2087729			3	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XP	WOS:000204049700009					2022-01-23	
J	Taves, MJ				Taves, Marvin J.			AN EXPERIMENTAL DESIGN TO PRESERVE RANDOMIZATION IN SOCIAL EXPERIMENTS	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	CHAPIN FS, 1950, SCIENCE, V12, P760; FISHER RA, 1949, DESIGN EXPT; Greenwood E., 1945, EXPT SOCIOLOGY STUDY; Jahoda Marie, 1951, RES METHODS SOCIAL R	4	0	0	0	1	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	FEB	1953	18	1					90	96		10.2307/2087856			7	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XO	WOS:000204049600015					2022-01-23	
J	Chen, THE				Chen, Theodore Hsi-En			THE MARXIST REMOLDING OF CHINESE SOCIETY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	LIU SC, 1950, PEOPLES CHINA, V2, P31; LIU SC, 1950, PEOPLES CHINA, V2, P7; MA F, 1951, CHINA MONTHLY REV, V121, P178; 1950, KUANG MING JIH  0929; 1952, JEN MIN JIH PAO 0123; 1951, CHINA DAILY NEW 0727; 1951, CHINA DAILY NEW 1031; 1951, WEN HUI PAO     0709; 1950, PEOPLES CHINA, V2, P22; 1951, CHINA DAILY NEW 0719; 1951, WEN HUI PAO     0729; 1950, PEOPLES CHINA, V1, P28; 1950, PEOPLES CHINA, V1, P4; 1951, CHINESE WORLD   0802; 1950, PEOPLES CHINA, V2, P25; 1951, NAN FANG JIH PA 1014	16	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	JAN	1953	58	4					340	346		10.1086/221170			7	Sociology	Social Science Citation Index (SSCI)	Sociology	V74EW	WOS:000205015000002					2022-01-23	
J	Van Arsdol, MD; Jahn, JA				Van Arsdol, Maurice D.; Jahn, Julius A.			TIME AND POPULATION SAMPLING APPLIED TO THE ESTIMATION OF EXPENDITURES OF UNIVERSITY STUDENTS	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	BIRNBAUM ZW, INT J OPINION ATTITU, V4, P180; CRAWFORD MM, 1943, STUDENT FOLKWAYS SPE; Deming WE, 1944, AM SOCIOL REV, V9, P359, DOI 10.2307/2085979; *FED RES BOARD, FED RES B, P644; JOHNSON PO, 1949, STATISTICAL METHODS, P94; LAZARSFELD P, PUBLIC OPINION Q, V2, P596; NEYMAN J, 1950, 1 COURSE PROBABILITY, pCH4; *US RES COMM, 1939, CONS EXP US; YATES F, SAMPLING METHODS CEN, pCH2; Zeisel, 1947, SAY IT FIGURES; ZIMMERMAN CC, 1929, U MINN AGR EXPT STAT, V253	11	0	0	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	DEC	1952	17	6					738	746					9	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XN	WOS:000204049500011					2022-01-23	
J	Koenig, S				Koenig, Samuel			ISRAELI CULTURE AND SOCIETY	AMERICAN JOURNAL OF SOCIOLOGY			English	Article																	GURION DB, 1950, NIV HEVER HAKVUTZOT, P94; KOENIG S, 1952, JEWISH SOC STUD, V14, P164; KULMUS AA, 1951, ZIONIST NEWSLETTER, P25; LIVNEH E, 1951, HAARETZ         1203; ROTENSTREICH N, 1950, MOLAD, V6, P4	5	0	0	0	0	UNIV CHICAGO PRESS	CHICAGO	1427 E 60TH ST, CHICAGO, IL 60637-2954 USA	0002-9602			AM J SOCIOL	Am. J. Sociol.	SEP	1952	58	2					160	166		10.1086/221115			7	Sociology	Social Science Citation Index (SSCI)	Sociology	V74ES	WOS:000205014600005					2022-01-23	
J	Cuber, JF				Cuber, John F.			CURRENT RESEARCH ACTIVITY IN SOCIAL ORGANIZATION	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	ANGELL RC, AM J SOCIOLOGY 2, V57; BEST H, 1950, SOVIET STATE ITS INC; BIGELOW KW, 1951, CULTURAL GROUPS HUMA; Dubin R., 1951, HUMAN RELATIONS ADM; GOODE WJ, 1951, RELIG PRIMITIES; JENSEN M, 1952, REGIONALISM AM; Lee AM, 1951, AM SOCIOL REV, V16, P701, DOI 10.2307/2087365; LEWIS O, 1951, LIFE MEXICAN VILLAGE; MUMFORD L, 1951, CONDUCT LIFE; 1951, AM SOCIOLOGICAL REV, V16, P707; 1951, AM SOCIOLOGICAL REV, V16, P694; 1951, AM SOCIOLOGICAL REV, V16, P859	12	0	0	0	1	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	AUG	1952	17	4					477	479		10.2307/2088004			3	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XL	WOS:000204049300010					2022-01-23	
J	dePorte, JV				dePorte, J. V.			CIVIL MARRIAGE IN NEW YORK STATE, APART FROM NEW YORK CITY	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	BABER RE, 1948, ANN AM ACAD POLIT SS, P95; *NAT CTR HLTH STAT, 1941, VIT STAT US, V15; *NAT CTR HLTH STAT, 1942, VIT STAT US, V15	3	0	0	0	0	SAGE PUBLICATIONS INC	THOUSAND OAKS	2455 TELLER RD, THOUSAND OAKS, CA 91320 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	APR	1952	17	2					232	235		10.2307/2087668			4	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XJ	WOS:000204049100016					2022-01-23	
J	Goodman, LA				Goodman, Leo A.			AN APPLICATION OF SEQUENTIAL ANALYSIS TO PROBLEMS RELATIVE TO THE USE OF QUALITATIVE TESTS	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	BAIRD E, 1942, PUBLIC PRIVATE AID 1; *FED BUR INV, 1930, UN CRIM REP US ITS P, V1; Phelps HA, 1929, J AM INST CRIM LAW C, V20, P107, DOI 10.2307/1134729; SHORT JF, 1951, THESIS U CHICAGO; [No title captured]	5	0	0	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	APR	1952	17	2					223	229		10.2307/2087665			7	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XJ	WOS:000204049100014					2022-01-23	
J	Bierstedt, R				Bierstedt, Robert			SOCIOLOGICAL THEORY: WORK IN PROGRESS	AMERICAN SOCIOLOGICAL REVIEW			English	Article																		0	0	0	0	1	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	FEB	1952	17	1					78	83		10.2307/2088363			6	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XI	WOS:000204049000011					2022-01-23	
J	Hawley, CE; Dexter, LA				Hawley, Claude E.; Dexter, Lewis A.			SOME DATA FOR STUDYING THE SUPPLY OF SOCIOLOGISTS	AMERICAN SOCIOLOGICAL REVIEW			English	Article																	STORY RC, 247 FED SEC AG OFF E; STORY RC, 282 FED SEC AG OFF E; STORY RC, 262 FED SEC AG OFF E	3	0	0	0	0	AMER SOCIOLOGICAL ASSOC	WASHINGTON	1307 NEW YORK AVE NW #700, WASHINGTON, DC 20005-4712 USA	0003-1224			AM SOCIOL REV	Am. Sociol. Rev.	FEB	1952	17	1					96	97		10.2307/2088367			2	Sociology	Social Science Citation Index (SSCI)	Sociology	V59XI	WOS:000204049000015					2022-01-23	
