18,individual,0.09,form,0.084,transracial,0.083,perspective,0.055,discrimination,0.08,research,0.085,century,0.084,transnationalism,0.078,comparative,0.114,cultural,0.097,article,0.101
19,assume,0.082,place,0.081,vote,0.083,composite,0.054,ancestry,0.071,concept,0.082,consider,0.084,development,0.076,immigrant,0.11,social,0.097,muslim,0.099
20,germany,0.082,city,0.078,third,0.075,contour,0.054,boza,0.071,complexity,0.08,discussion,0.076,root,0.076,berlin,0.104,category,0.093,intermarriage,0.096
21,muslim,0.082,mobility,0.075,analysis,0.071,delimiting,0.054,choice,0.071,large,0.08,need,0.076,feedback,0.074,socialization,0.104,find,0.093,middle,0.096
22,strong,0.082,tie,0.075,civil,0.071,differentiate,0.054,colour,0.071,majority,0.08,issue,0.069,migrate,0.074,european,0.095,ethnicity,0.077,pakistani,0.094
23,turk,0.082,focus,0.071,draw,0.071,elaborates,0.054,construction,0.071,multi,0.08,racial,0.069,transformation,0.074,four,0.094,form,0.077,group,0.087
24,turkish,0.082,managerial,0.071,reflexivity,0.071,enables,0.054,contention,0.071,perspective,0.08,aid,0.063,generation,0.072,religion,0.094,accumulate,0.076,citizenship,0.08
25,article,0.078,polish,0.071,social,0.071,exemplify,0.054,essentialist,0.071,settlement,0.08,altered,0.063,formation,0.07,disadvantaged,0.088,advocating,0.076,europe,0.08
26,comparing,0.073,state,0.069,article,0.07,friend,0.054,expense,0.071,term,0.08,centrally,0.063,literature,0.07,educational,0.088,angeles,0.076,identity,0.08
27,culture,0.073,career,0.067,research,0.07,funk,0.054,golash,0.071,within,0.08,conceptualized,0.063,process,0.069,longitudinal,0.088,answer,0.076,country,0.076
28,one,0.066,friendship,0.067,theory,0.07,krawatzek,0.054,hegemonic,0.071,emergent,0.079,continuity,0.063,study,0.069,programme,0.088,arrive,0.076,american,0.071
29,data,0.06,icts,0.067,market,0.067,lamba,0.054,identification,0.071,approach,0.073,country,0.063,issue,0.066,qualitative,0.088,arriving,0.076,european,0.069
30,future,0.06,interaction,0.067,black,0.063,mediates,0.054,multiple,0.071,restructuring,0.068,douglas,0.063,immigrant,0.063,recent,0.086,basel,0.076,one,0.068
31,however,0.055,naturalised,0.067,parent,0.063,messenger,0.054,power,0.071,scale,0.068,erel,0.063,place,0.063,result,0.086,basis,0.076,religion,0.068
32,migrant,0.055,concept,0.065,part,0.063,migrating,0.054,reproduction,0.071,country,0.067,half,0.063,second,0.062,across,0.078,bern,0.076,social,0.064
33,acculturating,0.054,capital,0.064,position,0.063,muller,0.054,ethnic,0.069,minority,0.064,hostility,0.063,network,0.06,among,0.078,entrepreneurship,0.076,culture,0.063
34,apart,0.054,examine,0.063,migration,0.061,neighbour,0.054,author,0.064,outline,0.064,incorporate,0.063,policy,0.06,influence,0.078,ethnically,0.076,type,0.063
35,approval,0.054,review,0.063,recent,0.061,nieves,0.054,boundary,0.064,way,0.061,incorporating,0.063,structure,0.06,islam,0.078,factory,0.076,child,0.057
36,attitudinal,0.054,space,0.061,society,0.061,operationalise,0.054,concerned,0.06,contribution,0.06,involving,0.063,system,0.06,quantitative,0.078,fungible,0.076,policy,0.057
37,catholic,0.054,study,0.06,analyst,0.056,regional,0.054,prediction,0.06,nation,0.06,linkage,0.063,structuration,0.059,support,0.078,gain,0.076,also,0.056
38,conceive,0.054,country,0.059,birth,0.056,remit,0.054,skin,0.06,society,0.058,migrant,0.063,analysis,0.057,tie,0.078,give,0.076,analysis,0.056
39,conducted,0.054,embedding,0.057,contradiction,0.056,revisit,0.054,sociology,0.06,also,0.056,murji,0.063,framework,0.057,argues,0.07,history,0.076,bright,0.056
40,correlation,0.054,western,0.057,doe,0.056,transformative,0.054,thereby,0.06,apparatus,0.053,nahaboo,0.063,relationship,0.057,early,0.07,homogeneous,0.076,british,0.056
41,couple,0.054,host,0.056,enlargement,0.056,transmission,0.054,whiteness,0.06,characterized,0.053,newer,0.063,child,0.054,local,0.07,los,0.076,considers,0.056
42,diehl,0.054,level,0.056,everyday,0.056,role,0.05,survey,0.058,criticizing,0.053,overlapping,0.063,human,0.054,model,0.07,manner,0.076,discrimination,0.056
43,divergent,0.054,society,0.055,experienced,0.056,state,0.05,critical,0.053,epistemology,0.053,perspective,0.063,various,0.054,social,0.066,mix,0.076,dissonant,0.056
44,egalitarianism,0.054,based,0.054,fanon,0.056,actor,0.046,distinct,0.053,given,0.053,postcolonial,0.063,research,0.053,child,0.063,nee,0.076,distinction,0.056
45,expressing,0.054,belonging,0.05,form,0.056,also,0.046,distinction,0.053,increased,0.053,pressing,0.063,homeland,0.051,community,0.063,opposing,0.076,economy,0.056
46,feeling,0.054,bonding,0.05,heritage,0.056,analyse,0.046,sociological,0.053,locality,0.053,saenz,0.063,netherlands,0.051,evidence,0.063,principle,0.076,germany,0.056
47,greek,0.054,border,0.05,host,0.056,assessment,0.046,group,0.049,longer,0.053,settled,0.063,sociology,0.051,minority,0.063,sander,0.076,mexican,0.056
48,happen,0.054,bridging,0.05,industry,0.056,covering,0.046,state,0.049,mode,0.053,transition,0.063,analytical,0.05,approach,0.057,semi,0.076,relevance,0.056
49,illustrative,0.054,capture,0.05,intellectual,0.056,distinguishes,0.046,formation,0.048,multiple,0.053,group,0.058,argues,0.05,capital,0.057,sorting,0.076,significant,0.056
50,impediment,0.054,community,0.05,literacy,0.056,domain,0.046,lead,0.048,normative,0.053,addition,0.053,model,0.05,difference,0.057,stock,0.076,difference,0.052
51,interesting,0.054,company,0.05,multiracial,0.056,homeland,0.046,much,0.048,policy,0.053,became,0.053,assimilation,0.049,drawing,0.057,swiss,0.076,practice,0.052
52,jew,0.054,constituent,0.05,must,0.056,illustrating,0.046,number,0.048,pose,0.053,bring,0.053,national,0.048,factor,0.057,technical,0.076,process,0.052
53,jewry,0.054,germany,0.05,pedagogy,0.056,kind,0.046,self,0.048,urban,0.053,constructed,0.053,carling,0.045,survey,0.057,zurich,0.076,state,0.052
54,koenig,0.054,immigration,0.05,presupposition,0.056,levitt,0.046,organization,0.043,utilizing,0.053,despite,0.053,castle,0.045,theoretical,0.057,area,0.065,survey,0.052
55,observation,0.054,ryan,0.05,provide,0.056,linking,0.046,outline,0.043,vertovec,0.053,differentialist,0.053,claim,0.045,accommodated,0.052,classification,0.065,debate,0.05
56,orthodox,0.054,temporal,0.05,public,0.056,management,0.046,scholarship,0.043,adaptation,0.048,fuller,0.053,cosmopolitan,0.045,achievement,0.052,demonstrate,0.065,developed,0.05
57,parallel,0.054,transnationalization,0.05,putative,0.056,providing,0.046,united,0.043,address,0.048,fully,0.053,desire,0.045,arrangement,0.052,develops,0.065,lead,0.05
58,proceed,0.054,zealander,0.05,repressive,0.056,relative,0.046,whether,0.043,britain,0.048,historically,0.053,driver,0.045,attainment,0.052,ethnicization,0.065,model,0.05
59,regular,0.054,also,0.049,safe,0.056,revisited,0.046,conceptual,0.039,condition,0.048,ignored,0.053,facilitating,0.045,centrality,0.052,ethno,0.065,religious,0.05
60,religio,0.054,assimilation,0.046,supremacy,0.056,settle,0.046,people,0.039,key,0.048,illustrates,0.053,flow,0.045,completed,0.052,looking,0.065,blurred,0.048
61,ruckdeschel,0.054,group,0.046,twine,0.056,strongly,0.046,theoretical,0.039,organization,0.048,matter,0.053,key,0.045,dependent,0.052,managerial,0.065,domain,0.048
62,russian,0.054,implication,0.046,utilizes,0.056,thereby,0.046,understood,0.039,particular,0.048,occurred,0.053,life,0.045,dwindling,0.052,matter,0.065,educational,0.048
63,section,0.054,individual,0.046,xenophobia,0.056,concept,0.042,research,0.038,well,0.048,paradigm,0.053,north,0.045,escape,0.052,paid,0.065,source,0.048
64,secular,0.054,relationship,0.046,identity,0.051,advance,0.041,ethnicity,0.036,cultural,0.045,partly,0.053,object,0.045,exceptional,0.052,personal,0.065,status,0.048
65,separating,0.054,two,0.046,one,0.051,analytic,0.041,experience,0.036,dilemma,0.045,shifted,0.053,parent,0.045,exogenous,0.052,predict,0.065,across,0.047
66,somewhat,0.054,understanding,0.046,study,0.05,back,0.041,finding,0.036,discus,0.045,ass,0.047,regime,0.045,fleischmann,0.052,professional,0.065,among,0.047
67,speculation,0.054,way,0.046,access,0.047,closely,0.041,anthropological,0.035,faist,0.045,color,0.047,requires,0.045,gathered,0.052,racialization,0.065,ethnicity,0.047
68,stability,0.054,culture,0.045,education,0.047,distinct,0.041,antiracist,0.035,grand,0.045,examined,0.047,term,0.045,going,0.052,skilled,0.065,within,0.047
69,symbol,0.054,france,0.043,hidden,0.047,distinguish,0.041,arguing,0.035,method,0.045,furthermore,0.047,three,0.045,graphically,0.052,subsequently,0.065,economic,0.046
70,task,0.054,french,0.043,hostile,0.047,flow,0.041,articulate,0.035,pluralism,0.045,integrate,0.047,within,0.045,housing,0.052,tend,0.065,market,0.046
71,traditionalism,0.054,hand,0.043,information,0.047,idea,0.041,authority,0.035,programme,0.045,methodological,0.047,concept,0.041,initiated,0.052,variability,0.065,united,0.046
72,true,0.054,integrating,0.043,interdisciplinary,0.047,influence,0.041,barth,0.035,relevant,0.045,overview,0.047,factor,0.041,intervening,0.052,whereas,0.065,whether,0.046
73,updating,0.054,qualitative,0.043,look,0.047,link,0.041,cent,0.035,comparative,0.044,primary,0.047,associated,0.04,inverse,0.052,wimmer,0.065,adulthood,0.042
74,role,0.05,spatial,0.043,medium,0.047,phenomenon,0.041,colourism,0.035,relationship,0.044,racialized,0.047,empirical,0.04,investigation,0.052,asian,0.057,alternative,0.042
75,way,0.05,york,0.043,respect,0.047,receiving,0.041,concentrated,0.035,theoretical,0.044,review,0.047,south,0.04,landscape,0.052,contribution,0.057,language,0.042
76,analyse,0.047,effect,0.04,scientific,0.047,relatively,0.041,consistent,0.035,two,0.044,sociological,0.047,yet,0.04,least,0.052,differentiated,0.057,line,0.042
77,consumption,0.047,find,0.04,widely,0.047,sending,0.041,contest,0.035,argue,0.04,article,0.045,attempt,0.038,legislation,0.052,employed,0.057,link,0.042
78,descendant,0.047,key,0.04,framework,0.046,research,0.039,correlated,0.035,deal,0.04,research,0.045,cause,0.038,maintenance,0.052,even,0.057,mainstream,0.042
79,develops,0.047,non,0.04,labour,0.046,agenda,0.037,credence,0.035,diverse,0.04,better,0.042,migratory,0.038,mediate,0.052,event,0.057,majority,0.042
80,disentangle,0.047,consideration,0.038,argue,0.042,analytical,0.037,darity,0.035,element,0.04,beyond,0.042,move,0.038,phalet,0.052,mainstream,0.057,problem,0.042
81,drawn,0.047,differentiated,0.038,becomes,0.042,century,0.037,datasets,0.035,ethnicity,0.04,dominant,0.042,country,0.037,predicted,0.052,multiculturalism,0.057,review,0.042
82,ethno,0.047,global,0.038,cannot,0.042,characteristic,0.037,demarcate,0.035,institutionalized,0.04,experienced,0.042,field,0.037,predicting,0.052,provides,0.057,settlement,0.042
83,gans,0.047,inter,0.038,class,0.042,destination,0.037,destabilize,0.035,possible,0.04,historical,0.042,segmented,0.036,remaking,0.052,secondary,0.057,strategy,0.042
84,generational,0.047,opportunity,0.038,critical,0.042,early,0.037,directly,0.035,public,0.04,largely,0.042,develop,0.034,schneider,0.052,sector,0.057,test,0.042
85,mainly,0.047,related,0.038,field,0.042,introduction,0.037,dis,0.035,reality,0.04,past,0.042,include,0.034,stockholm,0.052,service,0.057,labour,0.041
86,needed,0.047,show,0.038,force,0.042,local,0.037,elimination,0.035,side,0.04,researcher,0.042,increasingly,0.034,summarised,0.052,shape,0.057,question,0.041
87,participation,0.047,strategy,0.038,institution,0.042,potential,0.037,emphasizes,0.035,strategy,0.04,union,0.042,inequality,0.034,summarises,0.052,article,0.055,result,0.041
88,purpose,0.047,trajectory,0.038,interview,0.042,special,0.037,enormously,0.035,view,0.04,used,0.042,mechanism,0.034,national,0.048,analytical,0.051,society,0.041
89,respondent,0.047,turkish,0.038,offer,0.042,understand,0.037,entitled,0.035,article,0.038,address,0.038,methodological,0.034,adolescence,0.044,broader,0.051,two,0.041
90,level,0.046,recent,0.037,political,0.042,boundary,0.033,externally,0.035,second,0.037,changing,0.038,nation,0.034,amsterdam,0.044,conclude,0.051,research,0.04
91,america,0.041,beyond,0.034,service,0.042,building,0.033,genetic,0.035,state,0.037,community,0.038,nationality,0.034,brussels,0.044,debate,0.051,able,0.038
92,american,0.041,conclude,0.034,side,0.042,case,0.033,groupness,0.035,argument,0.036,complex,0.038,part,0.034,considering,0.044,doe,0.051,alba,0.038
93,aspect,0.041,decade,0.034,three,0.042,impact,0.033,heterogeneity,0.035,beyond,0.036,concludes,0.038,present,0.034,cultural,0.044,empirical,0.051,analytically,0.038
94,begin,0.041,explore,0.034,context,0.038,member,0.033,hughey,0.035,characteristic,0.036,especially,0.038,sending,0.034,dramatically,0.044,everyday,0.051,assimilate,0.038
95,brief,0.041,international,0.034,group,0.038,place,0.033,indirectly,0.035,decade,0.036,identify,0.038,shift,0.034,education,0.044,explain,0.051,assumed,0.038
96,describe,0.041,literature,0.034,understanding,0.038,rather,0.033,inference,0.035,introduction,0.036,including,0.038,strong,0.034,eight,0.044,greater,0.051,behind,0.038
97,develop,0.041,local,0.034,way,0.038,time,0.033,insofar,0.035,last,0.036,non,0.038,trajectory,0.034,emerging,0.044,largely,0.051,believe,0.038
98,furthermore,0.041,many,0.034,assumption,0.037,turn,0.033,inspired,0.035,many,0.036,post,0.038,understanding,0.034,established,0.044,likely,0.051,characterize,0.038
99,high,0.041,relation,0.034,dominant,0.037,comparative,0.03,jenkins,0.035,number,0.036,scholarship,0.038,way,0.034,fernandez,0.044,tool,0.051,clear,0.038
100,household,0.041,type,0.034,local,0.037,drawing,0.03,lack,0.035,pathway,0.036,united,0.038,conceptual,0.033,identified,0.044,diversity,0.046,course,0.038
101,islam,0.041,used,0.034,seek,0.037,factor,0.03,latin,0.035,population,0.036,well,0.038,first,0.033,indicate,0.044,example,0.046,exception,0.038
102,others,0.041,act,0.033,tool,0.037,family,0.03,latina,0.035,special,0.036,approach,0.034,people,0.033,institutional,0.044,four,0.046,exclusion,0.038
103,possibility,0.041,balancing,0.033,author,0.034,first,0.03,lend,0.035,third,0.036,assimilation,0.034,agenda,0.03,institutionalization,0.044,generation,0.046,illustrate,0.038
104,raise,0.041,business,0.033,child,0.034,future,0.03,light,0.035,yet,0.036,data,0.034,among,0.03,intermarriage,0.044,hypothesis,0.046,incorporation,0.038
105,related,0.041,circuit,0.033,economic,0.034,implication,0.03,multidimensionality,0.035,analysis,0.034,framework,0.034,around,0.03,involvement,0.044,market,0.046,knowledge,0.038
106,similarity,0.041,conradson,0.033,example,0.034,issue,0.03,nationalist,0.035,different,0.034,implication,0.034,assimilationism,0.03,kelly,0.044,set,0.046,literature,0.038
107,study,0.039,crossing,0.033,member,0.034,migration,0.03,nominal,0.035,immigrant,0.034,relationship,0.034,change,0.03,newcomer,0.044,various,0.046,lower,0.038
108,comparison,0.037,decision,0.033,outline,0.034,nature,0.03,observed,0.035,building,0.032,since,0.034,characterised,0.03,presented,0.044,common,0.042,manifest,0.038
109,contribute,0.037,emplacement,0.033,post,0.034,people,0.03,oppression,0.035,community,0.032,change,0.031,critical,0.03,reflection,0.044,family,0.042,many,0.038
110,debate,0.037,engagement,0.033,rather,0.034,recent,0.03,outwardly,0.035,focus,0.032,critical,0.031,critique,0.03,single,0.044,important,0.042,membership,0.038
111,described,0.037,establishment,0.033,turn,0.034,since,0.03,per,0.035,generation,0.032,experience,0.031,defining,0.03,sub,0.044,labour,0.042,pattern,0.038
112,empirical,0.037,existence,0.033,conceptual,0.031,suggest,0.03,performance,0.035,interest,0.032,origin,0.031,divide,0.03,taking,0.044,question,0.042,population,0.038
113,explore,0.037,expansion,0.033,integration,0.031,two,0.03,phenotype,0.035,like,0.032,particularly,0.031,emotion,0.03,tested,0.044,work,0.042,rest,0.038
114,identification,0.037,female,0.033,work,0.031,across,0.027,proxy,0.035,need,0.032,policy,0.031,explain,0.03,youth,0.044,among,0.039,salient,0.038
115,likely,0.037,firstly,0.033,abuse,0.028,argue,0.027,racially,0.035,set,0.032,relation,0.031,explore,0.03,ethnic,0.04,field,0.039,scenario,0.038
116,main,0.037,interpreted,0.033,academy,0.028,change,0.027,reactionary,0.035,first,0.029,scholar,0.031,facilitate,0.03,adult,0.039,finding,0.039,socioeconomic,0.038
117,might,0.037,late,0.033,acknowledges,0.028,country,0.027,realization,0.035,implication,0.029,three,0.031,failure,0.03,adulthood,0.039,mobility,0.039,taxonomy,0.038
118,native,0.037,latham,0.033,adoption,0.028,experience,0.027,recognize,0.035,issue,0.029,within,0.031,imaginary,0.03,america,0.039,public,0.039,today,0.038
119,number,0.037,motivation,0.033,advocacy,0.028,finally,0.027,reflected,0.035,practice,0.029,based,0.029,impasse,0.03,cils,0.039,three,0.039,transatlantic,0.038
120,share,0.037,mover,0.033,affords,0.028,migrant,0.027,reliable,0.035,question,0.029,show,0.029,initial,0.03,crul,0.039,based,0.035,twentieth,0.038
121,aim,0.033,multicultural,0.033,agent,0.028,offer,0.027,resolution,0.035,using,0.029,state,0.029,introduces,0.03,diverse,0.039,national,0.035,concept,0.037
122,concludes,0.033,negotiating,0.033,among,0.028,origin,0.027,roth,0.035,change,0.027,also,0.026,italian,0.03,downward,0.039,second,0.035,context,0.035
123,general,0.033,participant,0.033,analyze,0.028,scholar,0.027,situate,0.035,field,0.027,analysis,0.026,miami,0.03,explores,0.039,show,0.035,complex,0.034
124,like,0.033,period,0.033,analyzing,0.028,context,0.025,sound,0.035,origin,0.027,concept,0.024,morality,0.03,haller,0.039,understanding,0.035,effect,0.034
125,often,0.033,physical,0.033,apartheid,0.028,national,0.025,stigmatized,0.035,relation,0.027,ethnic,0.024,offer,0.03,high,0.039,analysis,0.032,especially,0.034
126,organization,0.033,placing,0.033,assert,0.028,process,0.025,substantive,0.035,scholar,0.027,,,openness,0.03,highlighting,0.039,level,0.032,evidence,0.034
127,religion,0.033,poland,0.033,atlantic,0.028,second,0.025,synthesize,0.035,absence,0.026,,,pattern,0.03,identifying,0.039,concept,0.03,key,0.034
128,turn,0.033,realm,0.033,background,0.028,show,0.025,theorized,0.035,acceleration,0.026,,,political,0.03,include,0.039,ethnic,0.03,place,0.034
129,difference,0.03,resident,0.033,biography,0.028,way,0.025,trend,0.035,amalgam,0.026,,,power,0.03,interview,0.039,research,0.027,well,0.034
130,factor,0.03,suggesting,0.033,called,0.028,cultural,0.023,via,0.035,amelina,0.026,,,range,0.03,line,0.039,study,0.027,brubaker,0.032
131,important,0.03,sustained,0.033,challenged,0.028,different,0.023,volatile,0.035,anything,0.026,,,real,0.03,mainstream,0.039,,,cause,0.032
132,question,0.03,svendsen,0.033,church,0.028,level,0.023,national,0.033,arises,0.026,,,realist,0.03,muslim,0.039,,,decline,0.032
133,racial,0.03,temporary,0.033,clearly,0.028,study,0.019,acknowledge,0.03,arrived,0.026,,,resource,0.03,notion,0.039,,,french,0.032
134,result,0.03,transferee,0.033,collected,0.028,,,albeit,0.03,borrow,0.026,,,rootedness,0.03,overview,0.039,,,gans,0.032
135,since,0.03,transform,0.033,comfort,0.028,,,also,0.03,broadening,0.026,,,scholar,0.03,point,0.039,,,great,0.032
136,suggest,0.03,typology,0.033,concern,0.028,,,analysis,0.03,caglar,0.026,,,seems,0.03,porte,0.039,,,ground,0.032
137,survey,0.03,european,0.031,consciousness,0.028,,,bring,0.03,calling,0.026,,,semantic,0.03,present,0.039,,,made,0.032
138,using,0.03,national,0.031,continually,0.028,,,choose,0.03,captured,0.026,,,sociability,0.03,propose,0.039,,,making,0.032
139,particularly,0.027,process,0.031,cope,0.028,,,classification,0.03,caribbean,0.026,,,special,0.03,proposed,0.039,,,negative,0.032
140,public,0.027,case,0.03,correct,0.028,,,conflicting,0.03,caught,0.026,,,stasis,0.03,selective,0.039,,,neither,0.032
141,towards,0.027,higher,0.03,counter,0.028,,,creating,0.03,centred,0.026,,,switzerland,0.03,stage,0.039,,,return,0.032
142,european,0.025,identity,0.03,crt,0.028,,,descendant,0.03,channel,0.026,,,third,0.03,test,0.039,,,significance,0.032
143,also,0.023,often,0.03,crucial,0.028,,,dilemma,0.03,colonial,0.026,,,undermining,0.03,variable,0.039,,,specific,0.032
144,cultural,0.023,one,0.03,cultivate,0.028,,,distinguishes,0.03,committed,0.026,,,weakness,0.03,view,0.039,,,take,0.032
145,different,0.023,particular,0.03,deepen,0.028,,,domination,0.03,commonwealth,0.026,,,world,0.03,wave,0.039,,,value,0.032
146,immigrant,0.023,time,0.03,defend,0.028,,,examination,0.03,competence,0.026,,,address,0.027,would,0.039,,,future,0.031
147,concept,0.021,whether,0.03,demonstrates,0.028,,,fluidity,0.03,conceptualising,0.026,,,based,0.027,research,0.037,,,issue,0.031
148,research,0.019,analysis,0.028,desmond,0.028,,,hispanic,0.03,connected,0.026,,,changing,0.027,study,0.037,,,people,0.031
149,,,conceptual,0.028,directed,0.028,,,importance,0.03,consistently,0.026,,,complex,0.027,better,0.035,,,recent,0.031
150,,,conclusion,0.028,discovered,0.028,,,indicate,0.03,contextualization,0.026,,,evidence,0.027,challenge,0.035,,,theoretical,0.031
151,,,contemporary,0.028,dismantling,0.028,,,influential,0.03,continent,0.026,,,general,0.027,cross,0.035,,,actually,0.028
152,,,definition,0.028,disrupting,0.028,,,instead,0.03,contrasting,0.026,,,identity,0.027,degree,0.035,,,african,0.028
153,,,developing,0.028,disruption,0.028,,,internal,0.03,contributes,0.026,,,immigration,0.027,described,0.035,,,critical,0.028
154,,,drawing,0.028,driven,0.028,,,intersectional,0.03,conventionally,0.026,,,member,0.027,discussed,0.035,,,current,0.028
155,,,enable,0.028,dubois,0.028,,,intra,0.03,dahinden,0.026,,,often,0.027,last,0.035,,,deal,0.028
156,,,financial,0.028,due,0.028,,,live,0.03,dealt,0.026,,,rather,0.027,lead,0.035,,,disciplinary,0.028
157,,,fluidity,0.028,earth,0.028,,,located,0.03,demographic,0.026,,,scholarship,0.027,main,0.035,,,downward,0.028
158,,,german,0.028,eas,0.028,,,map,0.03,deploying,0.026,,,actual,0.025,native,0.035,,,even,0.028
159,,,led,0.028,east,0.028,,,marginalized,0.03,descriptively,0.026,,,arising,0.025,outcome,0.035,,,examine,0.028
160,,,legal,0.028,emirbayer,0.028,,,meet,0.03,differentially,0.026,,,body,0.025,pathway,0.035,,,existing,0.028
161,,,little,0.028,emphasise,0.028,,,predict,0.03,differentiation,0.026,,,capital,0.025,positive,0.035,,,experience,0.028
162,,,move,0.028,enacted,0.028,,,problematic,0.03,differing,0.026,,,collection,0.025,structural,0.035,,,idea,0.028
163,,,naturalisation,0.028,england,0.028,,,production,0.03,dimensionality,0.026,,,combined,0.025,acculturation,0.031,,,identifying,0.028
164,,,needed,0.028,equate,0.028,,,regarding,0.03,dimentionality,0.026,,,cosmopolitanism,0.025,adaptation,0.031,,,increasingly,0.028
165,,,negotiate,0.028,evaluate,0.028,,,shared,0.03,distinguished,0.026,,,decline,0.025,author,0.031,,,job,0.028
166,,,netherlands,0.028,excludes,0.028,,,significantly,0.03,economically,0.026,,,differential,0.025,changing,0.031,,,parent,0.028
167,,,organisational,0.028,exempted,0.028,,,single,0.03,emphasize,0.026,,,draw,0.025,effect,0.031,,,present,0.028
168,,,pluralism,0.028,experience,0.028,,,tested,0.03,endeavour,0.026,,,ground,0.025,especially,0.031,,,public,0.028
169,,,practice,0.028,fact,0.028,,,together,0.03,engaged,0.026,,,highly,0.025,find,0.031,,,selective,0.028
170,,,presented,0.028,fanonian,0.028,,,virtual,0.03,entangled,0.026,,,insight,0.025,higher,0.031,,,sense,0.028
171,,,regarding,0.028,fear,0.028,,,word,0.03,entanglement,0.026,,,integrating,0.025,identify,0.031,,,theory,0.028
172,,,relational,0.028,forever,0.028,,,actually,0.027,era,0.026,,,journal,0.025,market,0.031,,,white,0.028
173,,,remains,0.028,fox,0.028,,,advance,0.027,essentializing,0.026,,,limited,0.025,organization,0.031,,,would,0.028
174,,,schematic,0.028,frantz,0.028,,,america,0.027,fluid,0.026,,,linked,0.025,segmented,0.031,,,study,0.027
175,,,secondly,0.028,free,0.028,,,analytic,0.027,forced,0.026,,,logic,0.025,upon,0.031,,,based,0.026
176,,,sometimes,0.028,gallagher,0.028,,,black,0.027,formerly,0.026,,,mean,0.025,data,0.029,,,national,0.026
177,,,varied,0.028,garapich,0.028,,,claim,0.027,found,0.026,,,method,0.025,family,0.029,,,understanding,0.026
178,,,work,0.028,guided,0.028,,,consideration,0.027,framed,0.026,,,moment,0.025,implication,0.029,,,way,0.026
179,,,across,0.025,however,0.028,,,distinctive,0.027,government,0.026,,,order,0.025,important,0.029,,,account,0.025
