38,input,0.06,tracker,0.075,code,0.065,max,0.053,representation,0.072,obtained,0.061,optimization,0.06,using,0.065,sift,0.071
39,previous,0.06,distance,0.069,matching,0.065,minimum,0.053,response,0.072,error,0.058,people,0.06,contour,0.061,temporal,0.071
40,combine,0.053,frame,0.069,spatial,0.065,object,0.051,self,0.072,variation,0.058,similarity,0.06,deep,0.061,value,0.071
41,computing,0.048,dense,0.065,subspace,0.065,clustering,0.05,signal,0.072,approach,0.057,track,0.06,evaluation,0.061,time,0.069
42,region,0.048,measurement,0.065,approximate,0.063,speed,0.05,synthesize,0.072,feature,0.057,illumination,0.053,classification,0.058,two,0.069
43,activation,0.046,system,0.064,fine,0.063,shape,0.049,theory,0.072,theory,0.056,localization,0.053,convolution,0.058,distance,0.068
44,adversarial,0.046,art,0.061,intersection,0.063,applied,0.047,volumetric,0.072,low,0.055,observation,0.053,faster,0.058,gray,0.068
45,agrawal,0.046,occlusion,0.061,torralba,0.063,front,0.047,zero,0.072,result,0.055,successfully,0.053,person,0.058,operator,0.068
46,although,0.046,state,0.061,version,0.063,graduated,0.047,image,0.065,two,0.055,feature,0.052,present,0.058,space,0.065
47,autoencoders,0.046,curve,0.06,visual,0.063,importance,0.047,allowing,0.063,clustering,0.054,component,0.047,visual,0.058,system,0.065
48,batra,0.046,feature,0.06,wordnet,0.063,link,0.047,apply,0.063,network,0.054,deal,0.047,window,0.058,reference,0.063
49,bau,0.046,initial,0.06,different,0.057,propagation,0.047,decomposition,0.063,database,0.052,mean,0.047,region,0.057,silhouette,0.063
50,behind,0.046,iterative,0.06,aim,0.055,row,0.047,early,0.063,shape,0.052,scale,0.047,mean,0.056,tuytelaars,0.063
51,bengio,0.046,spin,0.06,alignment,0.055,trw,0.047,freeman,0.063,approximated,0.05,variation,0.047,atrous,0.055,approach,0.062
52,bias,0.046,translation,0.06,correspondence,0.055,zabih,0.047,generalized,0.063,dimension,0.05,wide,0.047,block,0.055,one,0.062
53,cloud,0.046,value,0.06,discontinuity,0.055,benchmark,0.046,various,0.063,eigenface,0.05,condition,0.043,coco,0.055,interest,0.061
54,cloudcv,0.046,detection,0.058,inference,0.055,discontinuity,0.046,basis,0.055,eigenspace,0.05,shape,0.043,compared,0.055,present,0.059
55,cogswell,0.046,time,0.058,layer,0.055,flow,0.046,build,0.055,frontal,0.05,accumulating,0.041,easy,0.055,compare,0.054
56,courville,0.046,given,0.057,pascal,0.055,model,0.046,need,0.055,laplacianface,0.05,adapting,0.041,pooling,0.055,context,0.054
57,covering,0.046,example,0.055,prediction,0.055,random,0.046,often,0.055,laplacianfaces,0.05,association,0.041,superpixel,0.055,motion,0.054
58,devise,0.046,show,0.054,stored,0.055,type,0.046,output,0.055,lpp,0.05,attraction,0.041,map,0.054,set,0.054
59,discern,0.046,expert,0.053,application,0.052,variable,0.046,similar,0.055,morphable,0.05,azarbayejani,0.041,resolution,0.054,simple,0.054
60,dog,0.046,factorization,0.053,problem,0.052,matching,0.045,step,0.055,consider,0.049,bandwidth,0.041,also,0.053,content,0.053
61,entangle,0.046,partially,0.053,recognition,0.052,many,0.044,allow,0.049,convex,0.049,basin,0.041,learning,0.052,gool,0.053
62,explainable,0.046,square,0.053,vision,0.052,based,0.04,arbitrary,0.049,optimization,0.049,begin,0.041,benchmark,0.051,multiresolution,0.053
63,explanatory,0.046,tld,0.053,achieve,0.048,computer,0.04,architecture,0.049,program,0.049,behavior,0.041,future,0.051,picture,0.053
64,faithful,0.046,classifier,0.052,across,0.048,however,0.04,pair,0.049,recognizing,0.049,bhattacharyya,0.041,layer,0.051,van,0.053
65,family,0.046,deformation,0.052,called,0.048,level,0.04,combination,0.044,occlusion,0.048,body,0.041,memory,0.051,zisserman,0.053
66,generalization,0.046,evaluation,0.052,containing,0.048,set,0.04,determine,0.044,well,0.047,coding,0.041,work,0.051,distribution,0.049
67,generally,0.046,represent,0.052,distance,0.048,solution,0.04,example,0.044,show,0.045,coefficient,0.041,multiple,0.05,proposed,0.049
68,geometrical,0.046,technique,0.052,end,0.048,space,0.04,linear,0.044,framework,0.043,contribute,0.041,existing,0.048,small,0.049
69,grained,0.046,appearance,0.051,goal,0.048,way,0.04,sequence,0.044,number,0.043,cooccurrence,0.041,scale,0.048,using,0.049
70,guided,0.046,error,0.051,nonparametric,0.048,addition,0.039,several,0.044,part,0.043,coordination,0.041,attribute,0.047,show,0.048
71,hide,0.046,filter,0.051,preserving,0.048,assignment,0.039,shape,0.044,scene,0.043,coped,0.041,channel,0.047,bayesian,0.046
72,highlighting,0.046,performance,0.05,solving,0.048,driven,0.039,detection,0.04,three,0.043,ensure,0.041,http,0.047,corresponding,0.046
73,identifying,0.046,problem,0.05,take,0.048,normalized,0.039,efficient,0.04,coordinate,0.042,essence,0.041,introduce,0.047,facial,0.046
74,implementing,0.046,two,0.05,world,0.048,outlier,0.039,function,0.04,direction,0.042,expended,0.041,natural,0.047,property,0.046
75,lend,0.046,using,0.05,algorithm,0.047,rank,0.039,many,0.04,entire,0.042,exploitation,0.041,publicly,0.047,role,0.046
76,medium,0.046,describe,0.046,based,0.047,relaxation,0.039,vision,0.04,fact,0.042,extended,0.041,shift,0.047,algorithm,0.044
77,mobile,0.046,detector,0.046,feature,0.047,reported,0.039,well,0.04,whether,0.042,fail,0.041,application,0.045,measure,0.044
78,modal,0.046,framework,0.046,method,0.047,traditional,0.039,also,0.036,detection,0.039,forgetting,0.041,compare,0.045,discrimination,0.042
79,motivating,0.046,histogram,0.046,allow,0.043,among,0.036,data,0.033,present,0.039,gaussian,0.041,detector,0.045,gap,0.042
80,name,0.046,illumination,0.046,allows,0.043,efficient,0.036,different,0.033,view,0.039,gaussians,0.041,simple,0.045,grayvalue,0.042
81,parikh,0.046,level,0.046,appearance,0.043,field,0.036,show,0.033,automatically,0.037,hand,0.041,two,0.045,included,0.042
82,quest,0.046,scene,0.046,location,0.043,give,0.036,,,estimation,0.037,ignores,0.041,vision,0.045,kadir,0.042
83,reasonable,0.046,training,0.046,produce,0.043,low,0.036,,,facial,0.037,improving,0.041,instance,0.043,maximally,0.042
84,reinforcement,0.046,change,0.045,variety,0.043,present,0.036,,,false,0.037,includes,0.041,measure,0.043,moment,0.042
85,resnet,0.046,closest,0.045,framework,0.039,time,0.036,,,match,0.037,incrementally,0.041,number,0.043,movement,0.042
86,say,0.046,clutter,0.045,motion,0.039,binary,0.034,,,near,0.037,induces,0.041,analyse,0.041,pietikainen,0.042
87,seemingly,0.046,complexity,0.045,pixel,0.039,case,0.034,,,neural,0.037,indy,0.041,answer,0.041,prototype,0.042
88,selvaraju,0.046,datasets,0.045,space,0.039,constraint,0.034,,,property,0.037,integration,0.041,carriage,0.041,salient,0.042
89,springer,0.046,extent,0.045,system,0.039,prove,0.034,,,rate,0.037,interlaces,0.041,cognitive,0.041,schaffalitzky,0.042
90,structured,0.046,geometry,0.045,adapt,0.037,purpose,0.034,,,surface,0.037,interpreting,0.041,deeplab,0.041,section,0.042
91,textual,0.046,required,0.045,adjacent,0.037,also,0.033,,,combination,0.035,isotropic,0.041,dense,0.041,sorted,0.042
92,transparent,0.046,rotation,0.045,advent,0.037,large,0.033,,,high,0.035,kalman,0.041,excitation,0.041,uniform,0.042
93,trust,0.046,used,0.045,alexnet,0.037,technique,0.033,,,alpha,0.033,leverage,0.041,exhaustive,0.041,computed,0.041
94,unanswered,0.046,distribution,0.041,align,0.037,motion,0.032,,,cast,0.033,lim,0.041,generate,0.041,implementation,0.041
95,unreasonable,0.046,first,0.041,analogous,0.037,pixel,0.032,,,deviation,0.033,measurably,0.041,ground,0.041,similar,0.041
96,untrained,0.046,interest,0.041,article,0.037,several,0.032,,,discriminant,0.033,monitoring,0.041,made,0.041,different,0.04
97,vedantam,0.046,present,0.041,asymmetric,0.037,agreement,0.031,,,eigenfaces,0.033,multiclass,0.041,neural,0.041,efficient,0.039
98,vincent,0.046,real,0.041,backprojection,0.037,attributed,0.031,,,enforce,0.033,numerous,0.041,quality,0.041,human,0.039
99,weaker,0.046,texture,0.041,ballard,0.037,belief,0.031,,,fisherface,0.033,observes,0.041,riding,0.041,best,0.036
100,prior,0.043,handle,0.039,cartesian,0.037,boykov,0.031,,,kriegman,0.033,overall,0.041,semantic,0.041,error,0.036
101,task,0.043,pascal,0.039,composed,0.037,carlo,0.031,,,lda,0.033,passively,0.041,slic,0.041,filter,0.036
102,algorithm,0.039,reconstruction,0.039,concrete,0.037,combinatorial,0.031,,,linearly,0.033,pentland,0.041,squeeze,0.041,learned,0.036
103,approach,0.039,track,0.039,conjunction,0.037,curvature,0.031,,,nonface,0.033,physical,0.041,superpixels,0.041,matching,0.036
104,architectural,0.039,approach,0.037,constitute,0.037,diffusion,0.031,,,nonnegative,0.033,potential,0.041,tool,0.041,possible,0.036
105,attention,0.039,linear,0.037,contemporary,0.037,easily,0.031,,,recognized,0.033,practice,0.041,train,0.041,spatial,0.036
106,coarse,0.039,one,0.037,corpus,0.037,exactly,0.031,,,representing,0.033,ramesh,0.041,trainable,0.041,vector,0.036
107,dataset,0.039,significant,0.037,correspondingly,0.037,expansion,0.031,,,selecting,0.033,reason,0.041,truth,0.041,view,0.036
108,demo,0.039,space,0.037,crowded,0.037,geman,0.031,,,shadowing,0.033,repetitive,0.041,web,0.041,angle,0.035
109,establish,0.039,complication,0.035,decompose,0.037,generalizes,0.031,,,ullman,0.033,ross,0.041,accuracy,0.04,another,0.035
110,final,0.039,computationally,0.035,degradation,0.037,group,0.031,,,whose,0.033,sgi,0.041,category,0.04,change,0.035
111,fine,0.039,dcf,0.035,densely,0.037,guaranteed,0.031,,,yale,0.033,stauffer,0.041,field,0.04,characterize,0.035
112,flowing,0.039,deformable,0.035,detail,0.037,monte,0.031,,,called,0.032,subtraction,0.041,possible,0.04,discus,0.035
113,generic,0.039,estimating,0.035,differentiate,0.037,node,0.031,,,different,0.032,suitable,0.041,procedure,0.04,discussed,0.035
114,hypothesize,0.039,follows,0.035,douze,0.037,optimize,0.031,,,general,0.032,unaware,0.041,available,0.039,divided,0.035
115,identical,0.039,freedom,0.035,draw,0.037,relational,0.031,,,often,0.032,undergo,0.041,result,0.039,extracted,0.035
116,ilsvrc,0.039,icp,0.035,embracing,0.037,restricted,0.031,,,rather,0.032,wireless,0.041,time,0.039,harris,0.035
117,localize,0.039,ill,0.035,english,0.037,segmenting,0.031,,,represented,0.032,wren,0.041,well,0.039,lbp,0.035
118,longer,0.039,jet,0.035,explain,0.037,sethian,0.031,,,simple,0.032,application,0.038,show,0.037,matas,0.035
119,making,0.039,kcf,0.035,file,0.037,smoothness,0.031,,,varying,0.032,available,0.038,clustering,0.036,measuring,0.035
120,mapping,0.039,kernelized,0.035,gist,0.037,snake,0.031,,,analysis,0.031,classification,0.038,end,0.036,moreover,0.035
121,motivates,0.039,mbh,0.035,googlenet,0.037,split,0.031,,,learning,0.031,learning,0.038,fully,0.036,occurrence,0.035
122,multi,0.039,orthography,0.035,interact,0.037,swap,0.031,,,propose,0.031,low,0.038,improvement,0.036,partial,0.035
123,perspective,0.039,patch,0.035,internet,0.037,synthesized,0.031,,,edge,0.029,many,0.038,scene,0.036,portion,0.035
124,perturbation,0.039,ppca,0.035,inverted,0.037,terzopoulos,0.031,,,key,0.029,proposed,0.038,three,0.036,solve,0.035
125,predicting,0.039,represents,0.035,jegou,0.037,total,0.031,,,possible,0.029,well,0.038,characteristic,0.035,steerable,0.035
126,producing,0.039,sensed,0.035,jones,0.037,twenty,0.031,,,produce,0.029,adaptive,0.035,computer,0.035,transform,0.035
127,stronger,0.039,simultaneous,0.035,kind,0.037,veksler,0.031,,,single,0.029,becomes,0.035,consists,0.035,viewpoint,0.035
128,success,0.039,sport,0.035,lexical,0.037,written,0.031,,,small,0.029,central,0.035,description,0.035,condition,0.033
129,supervised,0.039,subset,0.035,listed,0.037,dynamic,0.03,,,structure,0.029,classifying,0.035,enables,0.035,example,0.033
130,underlying,0.039,translated,0.035,located,0.037,general,0.03,,,test,0.029,comaniciu,0.035,entry,0.035,framework,0.033
131,unlike,0.039,ucf,0.035,loosely,0.037,preserving,0.03,,,variety,0.029,controlled,0.035,label,0.035,sequence,0.033
132,unsupervised,0.039,would,0.035,minimizing,0.037,research,0.03,,,another,0.028,darrell,0.035,large,0.035,video,0.033
133,weakly,0.039,accurate,0.034,multicolored,0.037,task,0.029,,,basri,0.028,discussed,0.035,like,0.035,advantage,0.031
134,weighted,0.039,background,0.034,nonabstract,0.037,two,0.029,,,belhumeur,0.028,element,0.035,percent,0.035,aligning,0.031
135,word,0.039,boundary,0.034,nyudv,0.037,accuracy,0.027,,,close,0.028,entire,0.035,question,0.035,automatically,0.031
136,data,0.035,form,0.034,outperforming,0.037,comparison,0.027,,,constant,0.028,event,0.035,reduced,0.035,case,0.031
137,different,0.035,general,0.034,particularly,0.037,complex,0.027,,,critical,0.028,fixed,0.035,response,0.035,combining,0.031
138,show,0.035,nonrigid,0.034,prevalent,0.037,computational,0.027,,,entry,0.028,formulated,0.035,sun,0.035,comparing,0.031
139,advance,0.034,parameter,0.034,psychophysical,0.037,developed,0.027,,,euclidean,0.028,grimson,0.035,together,0.035,deformation,0.031
140,along,0.034,part,0.034,quantize,0.037,edge,0.027,,,finding,0.028,head,0.035,van,0.035,explore,0.031
141,applicable,0.034,represented,0.034,realistic,0.037,known,0.027,,,fixed,0.028,indoor,0.035,code,0.032,extension,0.031
142,apply,0.034,statistical,0.034,remarkable,0.037,modeling,0.027,,,large,0.028,large,0.035,combine,0.032,future,0.031
143,area,0.034,propose,0.033,satellite,0.037,novel,0.027,,,minimization,0.028,likely,0.035,filter,0.032,interaction,0.031
144,conduct,0.034,term,0.033,scalability,0.037,particular,0.027,,,pca,0.028,limit,0.035,spatial,0.032,knowledge,0.031
145,connected,0.034,well,0.033,separately,0.037,possible,0.027,,,project,0.028,lin,0.035,advance,0.03,maximum,0.031
146,connection,0.034,component,0.031,shallow,0.037,thus,0.027,,,publicly,0.028,line,0.035,average,0.03,obtained,0.031
147,create,0.034,location,0.031,shelhamer,0.037,almost,0.026,,,suggest,0.028,meer,0.035,classifier,0.03,program,0.031
148,domain,0.034,scale,0.031,short,0.037,approximate,0.026,,,used,0.028,metric,0.035,detect,0.03,review,0.031
149,estimation,0.034,structure,0.031,sized,0.037,approximately,0.026,,,window,0.028,mixture,0.035,explicitly,0.03,stored,0.031
150,failure,0.034,variation,0.031,skill,0.037,arbitrarily,0.026,,,example,0.026,modeled,0.035,hierarchical,0.03,third,0.031
151,inference,0.034,become,0.03,skip,0.037,common,0.026,,,experiment,0.026,observed,0.035,inference,0.03,classification,0.029
152,knowledge,0.034,building,0.03,subserve,0.037,complexity,0.026,,,advantage,0.024,occurrence,0.035,provides,0.03,function,0.029
153,machine,0.034,call,0.03,swain,0.037,conducted,0.026,,,alignment,0.024,older,0.035,significantly,0.03,learning,0.029
154,make,0.034,cluttered,0.03,temporally,0.037,date,0.026,,,contour,0.024,one,0.035,software,0.03,many,0.029
155,neural,0.034,compact,0.03,tenth,0.037,drawn,0.026,,,correctly,0.024,partial,0.035,user,0.03,result,0.029
156,non,0.034,coordinate,0.03,tiny,0.037,freely,0.026,,,corresponding,0.024,regularized,0.035,approach,0.029,also,0.027
157,outperform,0.034,describes,0.03,tolerance,0.037,include,0.026,,,extensive,0.024,remains,0.035,context,0.029,estimate,0.027
158,target,0.034,detected,0.03,transferred,0.037,involve,0.026,,,extraction,0.024,require,0.035,framework,0.029,map,0.027
159,vgg,0.034,differential,0.03,tuning,0.037,jain,0.026,,,fitting,0.024,shift,0.035,including,0.029,objective,0.027
160,work,0.034,difficult,0.03,validated,0.037,lbp,0.026,,,improve,0.024,smooth,0.035,local,0.029,position,0.027
161,achieve,0.03,due,0.03,viola,0.037,literature,0.026,,,issue,0.024,spatially,0.035,set,0.029,presented,0.027
162,density,0.03,evaluate,0.03,whereas,0.037,proposal,0.026,,,positive,0.024,stationary,0.035,accepted,0.028,relative,0.027
163,depends,0.03,free,0.03,yuen,0.037,recover,0.026,,,provides,0.024,stream,0.035,achieving,0.028,representation,0.027
164,factor,0.03,full,0.03,class,0.035,representation,0.026,,,rigid,0.024,surrounding,0.035,annually,0.028,represented,0.027
165,finally,0.03,guarantee,0.03,classification,0.035,researcher,0.026,,,robustness,0.024,toward,0.035,aspp,0.028,respect,0.027
166,fully,0.03,implemented,0.03,efficient,0.035,scheme,0.026,,,since,0.024,tracker,0.035,bernstein,0.028,step,0.027
167,good,0.03,instant,0.03,propose,0.035,style,0.026,,,solid,0.024,updating,0.035,bounding,0.028,training,0.027
168,identify,0.03,introduce,0.03,real,0.035,weak,0.026,,,class,0.023,used,0.035,box,0.028,allows,0.024
169,insight,0.03,keypoint,0.03,time,0.035,weighted,0.026,,,many,0.023,usually,0.035,branch,0.028,art,0.024
170,map,0.03,learns,0.03,computer,0.032,computing,0.024,,,performance,0.023,volume,0.035,brightness,0.028,comparison,0.024
171,mode,0.03,metric,0.03,one,0.032,condition,0.024,,,real,0.023,wel,0.035,chen,0.028,computational,0.024
172,objective,0.03,missing,0.03,representation,0.032,different,0.024,,,across,0.022,yang,0.035,cki,0.028,dimensional,0.024
173,output,0.03,modeled,0.03,robust,0.032,experiment,0.024,,,basis,0.022,data,0.031,com,0.028,edge,0.024
174,probabilistic,0.03,occluded,0.03,used,0.032,experimental,0.024,,,computed,0.022,able,0.03,community,0.028,known,0.024
175,recent,0.03,outlier,0.03,according,0.031,local,0.024,,,estimate,0.022,approximation,0.03,competing,0.028,novel,0.024
176,resolution,0.03,quantitative,0.03,aid,0.031,multiple,0.024,,,frame,0.022,binary,0.03,complementary,0.028,powerful,0.024
177,study,0.03,recovering,0.03,aligns,0.031,number,0.024,,,given,0.022,correctly,0.03,conclude,0.028,thus,0.024
178,successfully,0.03,robust,0.03,coarse,0.031,region,0.024,,,however,0.022,create,0.03,cost,0.028,experimental,0.022
179,training,0.03,six,0.03,collected,0.031,sample,0.024,,,input,0.022,derived,0.03,dcnns,0.028,sample,0.022
180,way,0.03,source,0.03,comprehensive,0.031,bayesian,0.023,,,obtain,0.022,evaluated,0.03,designer,0.028,several,0.022
181,without,0.03,stereo,0.03,computes,0.031,characterization,0.023,,,respect,0.022,failure,0.03,estimator,0.028,accumulative,0.021
182,architecture,0.027,surrounding,0.03,consists,0.031,contrast,0.023,,,solution,0.022,fitting,0.03,everingham,0.028,administered,0.021
183,code,0.027,testing,0.03,coverage,0.031,demonstrated,0.023,,,solving,0.022,hence,0.03,fei,0.028,adopt,0.021
184,existing,0.027,zhang,0.03,cue,0.031,efficiency,0.023,,,way,0.022,hierarchical,0.03,fowlkes,0.028,aerobics,0.021
185,learn,0.027,database,0.028,darrell,0.031,equation,0.023,,,without,0.022,individual,0.03,fps,0.028,ahonen,0.021
186,powerful,0.027,develop,0.028,decade,0.031,five,0.023,,,world,0.022,maximum,0.03,generating,0.028,analyzing,0.021
187,produce,0.027,including,0.028,demonstrates,0.031,lower,0.023,,,also,0.021,moving,0.03,generation,0.028,angular,0.021
188,showing,0.027,information,0.028,depicting,0.031,malik,0.023,,,among,0.019,non,0.03,genome,0.028,around,0.021
189,variation,0.027,multiple,0.028,detailed,0.031,maximum,0.023,,,art,0.019,online,0.03,github,0.028,articulated,0.021
190,variety,0.027,region,0.028,effect,0.031,noise,0.023,,,best,0.019,performed,0.03,highlight,0.028,ass,0.021
191,via,0.027,sample,0.028,estimated,0.031,optimization,0.023,,,complex,0.019,power,0.03,horse,0.028,assessed,0.021
192,wide,0.027,several,0.028,euclidean,0.031,probability,0.023,,,deal,0.019,stable,0.03,imagenet,0.028,attach,0.021
193,context,0.024,different,0.027,fergus,0.031,provides,0.023,,,matching,0.019,statistic,0.03,instead,0.028,belongie,0.021
194,high,0.024,action,0.026,freely,0.031,recently,0.023,,,process,0.019,yield,0.03,learnt,0.028,blank,0.021
195,including,0.024,benchmark,0.026,hierarchy,0.031,represent,0.023,,,state,0.019,describe,0.027,lesson,0.028,bobick,0.021
196,measure,0.024,correspondence,0.026,identification,0.031,software,0.023,,,texture,0.019,effectiveness,0.027,mechanism,0.028,brady,0.021
197,pattern,0.024,degree,0.026,incremental,0.031,various,0.023,,,wide,0.019,efficiently,0.027,murphy,0.028,briefly,0.021
198,sequence,0.024,detect,0.026,index,0.031,work,0.023,,,account,0.017,factor,0.027,place,0.028,capable,0.021
199,specific,0.024,discrete,0.026,labeling,0.031,yet,0.023,,,addressing,0.017,goal,0.027,road,0.028,carried,0.021
200,video,0.024,discriminative,0.026,million,0.031,available,0.022,,,albedo,0.017,histogram,0.027,score,0.028,coil,0.021
201,available,0.022,effective,0.026,motivated,0.031,detection,0.022,,,analog,0.017,important,0.027,senet,0.028,coming,0.021
202,human,0.022,environment,0.026,net,0.031,propose,0.022,,,analyzed,0.017,long,0.027,sharing,0.028,concatenated,0.021
203,propose,0.022,estimation,0.026,noun,0.031,provide,0.022,,,arbitrates,0.017,nonrigid,0.027,specifically,0.028,concluding,0.021
204,provide,0.022,extend,0.026,optical,0.031,real,0.022,,,argue,0.017,obtain,0.027,submitted,0.028,configuration,0.021
205,recognition,0.022,extensive,0.026,pixelwise,0.031,term,0.022,,,arrangement,0.017,pose,0.027,uijlings,0.028,correct,0.021
206,term,0.022,obtained,0.026,query,0.031,using,0.022,,,assigns,0.017,presented,0.027,understand,0.028,covariant,0.021
207,vision,0.022,outperform,0.026,registration,0.031,achieve,0.02,,,ayache,0.017,principal,0.027,upsampled,0.028,davis,0.021
208,also,0.019,positive,0.026,remains,0.031,achieves,0.02,,,baluja,0.017,run,0.027,want,0.028,definition,0.021
209,change,0.019,regression,0.026,sampled,0.031,boundary,0.02,,,belong,0.017,statistical,0.027,williams,0.028,defocus,0.021
210,computer,0.019,rigid,0.026,sampling,0.031,compare,0.02,,,beltrami,0.017,tree,0.027,winn,0.028,differs,0.021
211,feature,0.019,robustly,0.026,size,0.031,even,0.02,,,blanz,0.017,viewing,0.027,winning,0.028,digit,0.021
212,large,0.019,schmid,0.026,spatially,0.031,finally,0.02,,,bootstrap,0.017,color,0.024,across,0.027,discussing,0.021
213,method,0.019,synthetic,0.026,style,0.031,given,0.02,,,chance,0.017,dimensional,0.024,computation,0.027,distinctive,0.021
214,one,0.019,variable,0.026,typical,0.031,goal,0.02,,,choice,0.017,distribution,0.024,good,0.027,diverse,0.021
215,robust,0.019,analysis,0.025,voc,0.031,implementation,0.02,,,choose,0.017,existing,0.024,input,0.027,driving,0.021
