136,field,0.039,due,0.033,gfs,0.034
137,lee,0.039,fundamental,0.033,hwang,0.034
138,low,0.039,highly,0.033,hydrogel,0.034
139,report,0.039,interest,0.033,hydrothermal,0.034
140,using,0.039,low,0.033,implementation,0.034
141,also,0.032,many,0.033,instantaneous,0.034
142,highly,0.032,offer,0.033,interfaced,0.034
143,present,0.032,potential,0.033,javey,0.034
144,scale,0.032,progress,0.033,largest,0.034
145,show,0.032,review,0.033,macrostructures,0.034
146,strategy,0.032,surface,0.033,manufacture,0.034
147,catalytic,0.03,system,0.033,map,0.034
148,chen,0.03,technology,0.033,model,0.034
149,concentration,0.03,well,0.033,monitoring,0.034
150,coupling,0.03,ability,0.028,nanofibres,0.034
151,electrochemical,0.03,approach,0.028,oled,0.034
152,emerging,0.03,capability,0.028,parallel,0.034
153,excellent,0.03,capable,0.028,part,0.034
154,experimental,0.03,complex,0.028,pixel,0.034
155,formation,0.03,cost,0.028,poly,0.034
156,found,0.03,design,0.028,printable,0.034
157,gogotsi,0.03,discovery,0.028,printing,0.034
158,herein,0.03,double,0.028,processing,0.034
159,mechanism,0.03,driven,0.028,product,0.034
160,oriented,0.03,effort,0.028,ref,0.034
161,stability,0.03,electric,0.028,regarding,0.034
162,structural,0.03,enabling,0.028,response,0.034
163,whereas,0.03,fuel,0.028,siloxane,0.034
164,ajayan,0.027,generate,0.028,spatial,0.034
165,amorphous,0.027,global,0.028,spatially,0.034
166,attributed,0.027,herein,0.028,stretchability,0.034
167,bandgap,0.027,including,0.028,supported,0.034
168,basal,0.027,local,0.028,takei,0.034
169,behavior,0.027,magnitude,0.028,textile,0.034
170,bilayers,0.027,nanomaterials,0.028,wide,0.034
171,bond,0.027,operation,0.028,article,0.03
172,bound,0.027,particularly,0.028,assembly,0.03
173,calculation,0.027,pore,0.028,challenge,0.03
174,catalysis,0.027,produced,0.028,chemically,0.03
175,cause,0.027,redox,0.028,even,0.03
176,characterized,0.027,reversible,0.028,important,0.03
177,contribution,0.027,route,0.028,one,0.03
178,creation,0.027,solid,0.028,present,0.03
179,decrease,0.027,supercapacitors,0.028,review,0.03
180,determined,0.027,thermal,0.028,scale,0.03
181,disulfide,0.027,achieved,0.022,technology,0.03
182,electrocatalysis,0.027,also,0.022,two,0.03
183,electrocatalysts,0.027,among,0.022,architecture,0.026
184,end,0.027,art,0.022,demonstrate,0.026
185,engineer,0.027,assembly,0.022,developing,0.026
186,enhancement,0.027,channel,0.022,driven,0.026
187,hultman,0.027,conventional,0.022,effect,0.026
188,induced,0.027,different,0.022,efficient,0.026
189,interaction,0.027,electronics,0.022,electrode,0.026
190,interlayer,0.027,important,0.022,enable,0.026
191,intralayer,0.027,layer,0.022,essential,0.026
192,jaramillo,0.027,ordered,0.022,form,0.026
193,lateral,0.027,promising,0.022,grown,0.026
194,lattice,0.027,providing,0.022,interconnected,0.026
195,lei,0.027,range,0.022,layered,0.026
196,line,0.027,recently,0.022,like,0.026
197,localized,0.027,report,0.022,limitation,0.026
198,longitudinal,0.027,resolution,0.022,magnitude,0.026
199,member,0.027,scale,0.022,making,0.026
200,morphology,0.027,similar,0.022,nanocrystals,0.026
201,multilayer,0.027,simple,0.022,oxide,0.026
202,novel,0.027,stable,0.022,reversible,0.026
203,nucleation,0.027,structure,0.022,several,0.026
204,overpotentials,0.027,technique,0.022,specific,0.026
205,pave,0.027,two,0.022,stability,0.026
206,phonons,0.027,understanding,0.022,superior,0.026
207,photocurrent,0.027,within,0.022,thermal,0.026
208,photoresponsivity,0.027,abundance,0.019,tremendous,0.026
209,powder,0.027,accelerating,0.019,vapour,0.026
210,preferentially,0.027,accommodated,0.019,water,0.026
211,preferred,0.027,achieve,0.019,without,0.026
212,presser,0.027,adaptable,0.019,also,0.02
213,pure,0.027,adsorption,0.019,among,0.02
214,quasiparticle,0.027,affected,0.019,conductive,0.02
215,ring,0.027,agricultural,0.019,contact,0.02
216,sample,0.027,aid,0.019,could,0.02
217,scalable,0.027,alemany,0.019,current,0.02
218,shan,0.027,allowed,0.019,energy,0.02
219,sharp,0.027,alternative,0.019,first,0.02
220,slightly,0.027,analysing,0.019,future,0.02
221,solely,0.027,anion,0.019,improved,0.02
222,spectroscopy,0.027,another,0.019,liu,0.02
223,stacked,0.027,appealing,0.019,non,0.02
224,strained,0.027,approaching,0.019,order,0.02
225,successfully,0.027,arico,0.019,ordered,0.02
226,suggest,0.027,around,0.019,property,0.02
227,systematically,0.027,attache,0.019,resistance,0.02
228,tay,0.027,attention,0.019,resolution,0.02
229,theory,0.027,available,0.019,sensitive,0.02
230,thick,0.027,ayala,0.019,show,0.02
231,throughput,0.027,berlin,0.019,step,0.02
232,tightly,0.027,blake,0.019,strategy,0.02
233,trions,0.027,briefly,0.019,technique,0.02
234,unexplored,0.027,brought,0.019,understanding,0.02
235,unprecedented,0.027,cai,0.019,voltage,0.02
236,varying,0.027,case,0.019,abiotic,0.017
237,vertically,0.027,cathode,0.019,act,0.017
238,way,0.027,ceder,0.019,actuator,0.017
239,would,0.027,chamber,0.019,addition,0.017
240,xie,0.027,characterization,0.019,adoption,0.017
241,yakobson,0.027,chu,0.019,advancement,0.017
242,zou,0.027,civilization,0.019,ahn,0.017
243,beyond,0.024,closer,0.019,aida,0.017
244,charge,0.024,colloidal,0.019,akin,0.017
245,chemical,0.024,common,0.019,alone,0.017
246,chemically,0.024,complete,0.019,ambient,0.017
247,conductivity,0.024,concentrated,0.019,ammonia,0.017
248,current,0.024,conceptually,0.019,amsden,0.017
249,electrical,0.024,concern,0.019,arbitrary,0.017
250,electron,0.024,concluded,0.019,aspect,0.017
251,enhanced,0.024,conflicting,0.019,attachable,0.017
252,future,0.024,connect,0.019,attempt,0.017
253,however,0.024,consider,0.019,attractive,0.017
254,liu,0.024,constrains,0.019,augmented,0.017
255,many,0.024,containing,0.019,autonomous,0.017
256,opportunity,0.024,contingent,0.019,backplane,0.017
257,progress,0.024,continues,0.019,baek,0.017
258,promising,0.024,contributing,0.019,bao,0.017
259,recently,0.024,converted,0.019,bck,0.017
260,review,0.024,cooler,0.019,behaviour,0.017
261,capacitive,0.02,crop,0.019,bendable,0.017
262,compared,0.02,currently,0.019,bers,0.017
263,consisting,0.02,decade,0.019,best,0.017
264,controlled,0.02,depending,0.019,biocompatibility,0.017
265,demonstrate,0.02,described,0.019,biodegradability,0.017
266,deposition,0.02,desolvation,0.019,biomimetic,0.017
267,discus,0.02,detaches,0.019,bionic,0.017
268,electrocatalyst,0.02,detecting,0.019,bioresorbable,0.017
269,element,0.02,detector,0.019,biotechnology,0.017
270,fabrication,0.02,dexterity,0.019,biotic,0.017
271,functional,0.02,disadvantage,0.019,blanco,0.017
272,generation,0.02,discussed,0.019,blue,0.017
273,huang,0.02,distribution,0.019,bouncing,0.017
274,hydrophilic,0.02,dixon,0.019,brief,0.017
275,increasing,0.02,doe,0.019,brous,0.017
276,intercalation,0.02,door,0.019,build,0.017
277,interface,0.02,easy,0.019,built,0.017
278,investigated,0.02,egress,0.019,bundle,0.017
279,lead,0.02,electricity,0.019,capillary,0.017
280,level,0.02,electrification,0.019,cheng,0.017
281,mechanically,0.02,electronically,0.019,chortos,0.017
282,physical,0.02,enthusiasm,0.019,circuit,0.017
283,possibility,0.02,entity,0.019,coated,0.017
284,possible,0.02,era,0.019,compatible,0.017
285,power,0.02,event,0.019,comprised,0.017
286,produced,0.02,ever,0.019,concept,0.017
287,quality,0.02,exceptionally,0.019,concerning,0.017
288,ratio,0.02,excluding,0.019,condition,0.017
289,redox,0.02,external,0.019,conducting,0.017
290,reported,0.02,extract,0.019,confirmed,0.017
291,significant,0.02,extraction,0.019,conformable,0.017
292,size,0.02,facilitating,0.019,conformally,0.017
293,study,0.02,fact,0.019,consideration,0.017
294,substrate,0.02,feasibility,0.019,constructed,0.017
295,sun,0.02,fertilize,0.019,contain,0.017
296,superior,0.02,fever,0.019,contreras,0.017
297,synthesized,0.02,finite,0.019,correlation,0.017
298,three,0.02,fluctuation,0.019,cover,0.017
299,time,0.02,formidable,0.019,coverage,0.017
300,various,0.02,fossil,0.019,crossover,0.017
301,vary,0.02,freunberger,0.019,damage,0.017
302,via,0.02,fuelled,0.019,deformable,0.017
303,work,0.02,geim,0.019,degradation,0.017
304,achieved,0.016,generally,0.019,degree,0.017
305,additional,0.016,generates,0.019,demonstrates,0.017
306,article,0.016,governed,0.019,demonstration,0.017
307,better,0.016,gradient,0.019,derivative,0.017
308,challenge,0.016,gravimetric,0.019,desirable,0.017
309,conductive,0.016,greater,0.019,desired,0.017
310,contact,0.016,hailed,0.019,developed,0.017
311,development,0.016,handle,0.019,diagnosing,0.017
312,electronics,0.016,hardwick,0.019,directed,0.017
313,even,0.016,harness,0.019,directional,0.017
314,exhibit,0.016,harvesting,0.019,discernible,0.017
315,find,0.016,hertzberg,0.019,discussion,0.017
316,fundamental,0.016,highest,0.019,disease,0.017
317,improved,0.016,highlighting,0.019,dispersed,0.017
318,key,0.016,hill,0.019,dissolvable,0.017
319,larger,0.016,home,0.019,dissolve,0.017
320,light,0.016,horizon,0.019,distinct,0.017
321,method,0.016,hottest,0.019,droplet,0.017
322,non,0.016,hydrazine,0.019,drug,0.017
323,ordered,0.016,improve,0.019,elaborates,0.017
324,potential,0.016,inactive,0.019,electrically,0.017
325,reaction,0.016,indicating,0.019,electrochemistry,0.017
326,resolution,0.016,industrial,0.019,emitted,0.017
327,simple,0.016,influenced,0.019,enables,0.017
328,stable,0.016,ingres,0.019,ensure,0.017
329,state,0.016,inhibition,0.019,exible,0.017
330,system,0.016,insufficient,0.019,expand,0.017
331,technique,0.016,insulating,0.019,experiment,0.017
332,technology,0.016,internal,0.019,extraordinary,0.017
333,well,0.016,interwoven,0.019,fearing,0.017
334,accelerated,0.013,investigation,0.019,feasible,0.017
335,acid,0.013,irrigate,0.019,feline,0.017
336,acoustic,0.013,isolation,0.019,fine,0.017
337,actually,0.013,issue,0.019,fluorinated,0.017
338,additionally,0.013,justify,0.019,focused,0.017
339,agreement,0.013,kang,0.019,foldable,0.017
340,alcn,0.013,katsnelson,0.019,four,0.017
341,alignment,0.013,kinetic,0.019,frechette,0.017
342,alves,0.013,kosynkin,0.019,fukushima,0.017
343,analogue,0.013,kvit,0.019,full,0.017
344,analysis,0.013,latest,0.019,fully,0.017
345,angle,0.013,lower,0.019,gao,0.017
346,anisotropy,0.013,magasinski,0.019,general,0.017
347,annihilation,0.013,magnesium,0.019,gillie,0.017
348,anomalous,0.013,magnetic,0.019,green,0.017
349,appreciable,0.013,mah,0.019,hammock,0.017
350,arbitrarily,0.013,mainly,0.019,hata,0.017
351,archetypical,0.013,make,0.019,health,0.017
352,arising,0.013,management,0.019,heart,0.017
353,asefa,0.013,marcano,0.019,heartbeat,0.017
354,assessing,0.013,market,0.019,hemisphere,0.017
355,associated,0.013,mathematical,0.019,history,0.017
356,asymmetric,0.013,meet,0.019,illustrate,0.017
357,baillargeat,0.013,micrometre,0.019,imparting,0.017
358,behave,0.013,mixture,0.019,implantable,0.017
359,benchmarked,0.013,modelling,0.019,improving,0.017
360,beneficial,0.013,modern,0.019,incorporation,0.017
361,berkelbach,0.013,modification,0.019,initiate,0.017
362,bicontinuous,0.013,moreover,0.019,inorganic,0.017
363,binary,0.013,morozov,0.019,input,0.017
364,binding,0.013,motion,0.019,inside,0.017
365,bipt,0.013,murali,0.019,inspired,0.017
366,black,0.013,nanoelectrodes,0.019,instance,0.017
367,body,0.013,nanoelectrolytes,0.019,intelligent,0.017
368,bonde,0.013,nanofiller,0.019,inter,0.017
369,bonding,0.013,nazar,0.019,interconnection,0.017
370,brezesinski,0.013,need,0.019,interlocked,0.017
371,brus,0.013,nevertheless,0.019,interlocking,0.017
372,butler,0.013,notable,0.019,intimate,0.017
373,cannot,0.013,novoselov,0.019,invasive,0.017
374,cao,0.013,occurring,0.019,jbh,0.017
375,careful,0.013,option,0.019,jet,0.017
376,carle,0.013,others,0.019,kaplan,0.017
377,catalytically,0.013,overcome,0.019,knowledge,0.017
378,cathodic,0.013,overcoming,0.019,lasting,0.017
379,ccr,0.013,overview,0.019,leu,0.017
380,centrosymmetric,0.013,owing,0.019,liang,0.017
381,challenging,0.013,oxidation,0.019,liquid,0.017
382,changing,0.013,partially,0.019,litt,0.017
383,characterizing,0.013,passerini,0.019,loading,0.017
384,charging,0.013,path,0.019,locally,0.017
385,chenet,0.013,peltier,0.019,lost,0.017
386,chhowalla,0.013,performing,0.019,machine,0.017
387,chorkendorff,0.013,perspective,0.019,maeda,0.017
388,clay,0.013,plethora,0.019,maintaining,0.017
389,cmos,0.013,polysulphides,0.019,maneuver,0.017
390,combinational,0.013,population,0.019,manner,0.017
391,combine,0.013,porosity,0.019,manufacturability,0.017
392,comparing,0.013,positive,0.019,manufactured,0.017
393,competing,0.013,potts,0.019,mapping,0.017
394,completely,0.013,precisely,0.019,medical,0.017
395,compromising,0.013,preparation,0.019,mesh,0.017
396,confirms,0.013,preparing,0.019,methane,0.017
397,connected,0.013,primarily,0.019,micron,0.017
398,considerable,0.013,probe,0.019,milling,0.017
399,constant,0.013,production,0.019,mimic,0.017
400,constructing,0.013,publication,0.019,minimal,0.017
401,contiguous,0.013,raccichini,0.019,monitor,0.017
402,controlling,0.013,rational,0.019,monolithically,0.017
403,correlate,0.013,reach,0.019,motivated,0.017
404,coulombic,0.013,reactivity,0.019,mounting,0.017
405,coupled,0.013,really,0.019,movable,0.017
406,covalent,0.013,received,0.019,much,0.017
407,create,0.013,requires,0.019,multiple,0.017
408,created,0.013,resolved,0.019,must,0.017
409,crystallinity,0.013,resource,0.019,nakajima,0.017
410,dcb,0.013,resurrected,0.019,nanocomposites,0.017
411,decreasing,0.013,retard,0.019,nanostructures,0.017
412,delamination,0.013,reviewed,0.019,nanotechnology,0.017
413,deliver,0.013,revolution,0.019,nanowire,0.017
414,denote,0.013,rigid,0.019,nanowires,0.017
415,dependence,0.013,schalkwijk,0.019,near,0.017
416,depends,0.013,schedin,0.019,neural,0.017
417,detail,0.013,scientist,0.019,never,0.017
418,detailed,0.013,scrutiny,0.019,normally,0.017
419,determining,0.013,seo,0.019,obtained,0.017
420,develop,0.013,simon,0.019,omenetto,0.017
421,dichalcogenide,0.013,simulation,0.019,operates,0.017
422,difference,0.013,sinitskii,0.019,optimization,0.017
423,digital,0.013,slesarev,0.019,organ,0.017
424,direction,0.013,smaller,0.019,output,0.017
425,discharge,0.013,snyder,0.019,pang,0.017
426,discovered,0.013,society,0.019,panilaitis,0.017
427,distinguished,0.013,solvated,0.019,paperlike,0.017
428,domain,0.013,sorption,0.019,park,0.017
429,drain,0.013,sought,0.019,past,0.017
430,dunn,0.013,speculate,0.019,pathway,0.017
431,durability,0.013,sphere,0.019,pei,0.017
432,early,0.013,store,0.019,platform,0.017
433,eda,0.013,stored,0.019,polydimethylsiloxane,0.017
434,edwin,0.013,subnanometre,0.019,polymeric,0.017
435,electrolysis,0.013,subsequent,0.019,poor,0.017
436,electromagnetic,0.013,succeed,0.019,powering,0.017
437,elongated,0.013,suk,0.019,precious,0.017
438,elucidate,0.013,suspension,0.019,previous,0.017
439,elucidates,0.013,tailored,0.019,printed,0.017
440,emerged,0.013,thermopower,0.019,prior,0.017
441,emphasize,0.013,though,0.019,produce,0.017
442,enhancing,0.013,thousand,0.019,profile,0.017
443,epitaxially,0.013,timely,0.019,prosthetics,0.017
444,epitaxy,0.013,toberer,0.019,quantifies,0.017
445,essence,0.013,tomorrow,0.019,quantify,0.017
446,estimated,0.013,topic,0.019,radius,0.017
447,etching,0.013,tour,0.019,randomly,0.017
448,evidence,0.013,toxic,0.019,readable,0.017
449,examined,0.013,trait,0.019,readout,0.017
450,exciting,0.013,transformative,0.019,realized,0.017
451,excitonic,0.013,trapping,0.019,red,0.017
452,exemplifies,0.013,travel,0.019,regier,0.017
453,exhibited,0.013,tunability,0.019,relay,0.017
454,expensive,0.013,ultimate,0.019,reliability,0.017
455,experimentally,0.013,upon,0.019,relies,0.017
456,explained,0.013,uptake,0.019,remains,0.017
457,exploring,0.013,usage,0.019,ren,0.017
458,extra,0.013,usually,0.019,renewable,0.017
459,faceted,0.013,variety,0.019,repeatable,0.017
460,faradaic,0.013,varzi,0.019,represents,0.017
461,fascinating,0.013,vital,0.019,reproducible,0.017
462,favour,0.013,warming,0.019,resorb,0.017
463,finding,0.013,waste,0.019,respect,0.017
464,finished,0.013,whether,0.019,resultant,0.017
465,flake,0.013,widespread,0.019,robot,0.017
466,followed,0.013,worldwide,0.019,robotics,0.017
467,following,0.013,yushin,0.019,robustness,0.017
468,former,0.013,abundant,0.014,rogers,0.017
469,fujita,0.013,advantage,0.014,safely,0.017
470,furthermore,0.013,animal,0.014,scaffold,0.017
471,gate,0.013,applied,0.014,scientifi,0.017
472,geometry,0.013,atom,0.014,scope,0.017
473,goldberger,0.013,avenue,0.014,sekitani,0.017
474,gong,0.013,become,0.014,shear,0.017
475,gram,0.013,bulk,0.014,sheng,0.017
476,greeley,0.013,called,0.014,shu,0.017
477,group,0.013,candidate,0.014,smart,0.017
478,grow,0.013,capacitance,0.014,soft,0.017
479,guide,0.013,capacitive,0.014,someya,0.017
480,gupta,0.013,carrier,0.014,specialized,0.017
481,gutierrez,0.013,clean,0.014,splitting,0.017
482,gyroid,0.013,clear,0.014,spontaneous,0.017
483,halperin,0.013,complement,0.014,spread,0.017
484,hand,0.013,component,0.014,stress,0.017
485,helicity,0.013,composed,0.014,stretched,0.017
486,heon,0.013,composite,0.014,suffer,0.017
487,hersam,0.013,concentration,0.014,suh,0.017
488,heterogeneous,0.013,construction,0.014,superb,0.017
489,heteromaterials,0.013,continued,0.014,superhydrophobic,0.017
490,highlight,0.013,contrast,0.014,surgical,0.017
491,hollen,0.013,controlled,0.014,surprisingly,0.017
492,hong,0.013,crystal,0.014,swnt,0.017
493,host,0.013,cui,0.014,swnts,0.017
494,hydrofluoric,0.013,defect,0.014,synergetic,0.017
495,hydroxyl,0.013,delivery,0.014,synergistic,0.017
496,identification,0.013,describes,0.014,tactile,0.017
497,identified,0.013,despite,0.014,takahashi,0.017
498,identify,0.013,discus,0.014,tao,0.017
499,idrobo,0.013,earth,0.014,tee,0.017
500,illuminated,0.013,easily,0.014,template,0.017
501,imaging,0.013,either,0.014,ten,0.017
502,immersing,0.013,element,0.014,testament,0.017
503,immersion,0.013,emerging,0.014,thermally,0.017
504,incident,0.013,engineering,0.014,tok,0.017
505,increase,0.013,essential,0.014,tolerance,0.017
506,independently,0.013,exceeding,0.014,torsion,0.017
507,inert,0.013,factor,0.014,touched,0.017
508,inexpensive,0.013,fast,0.014,transfer,0.017
509,initially,0.013,formation,0.014,treating,0.017
510,initio,0.013,formed,0.014,truly,0.017
511,inserted,0.013,found,0.014,turned,0.017
512,insulator,0.013,fraction,0.014,typical,0.017
513,interesting,0.013,generated,0.014,unexpected,0.017
514,interfacing,0.013,gogotsi,0.014,uniformly,0.017
515,introduce,0.013,great,0.014,unusual,0.017
516,introduces,0.013,growth,0.014,versatile,0.017
517,inverter,0.013,hold,0.014,view,0.017
518,involving,0.013,human,0.014,vigeland,0.017
519,ismach,0.013,hurdle,0.014,visual,0.017
520,isolated,0.013,hydrophilic,0.014,visualization,0.017
521,jariwala,0.013,identifying,0.014,viventi,0.017
522,jiang,0.013,improves,0.014,vivo,0.017
523,johnston,0.013,intercalation,0.014,walled,0.017
524,jtw,0.013,intrinsic,0.014,wallpaper,0.017
525,kibsgaard,0.013,investigated,0.014,wear,0.017
526,kinetics,0.013,irregular,0.014,weight,0.017
527,known,0.013,kim,0.014,wiring,0.017
528,kuno,0.013,level,0.014,wrap,0.017
529,kurtoglu,0.013,like,0.014,wrapping,0.017
530,labeling,0.013,limiting,0.014,xiao,0.017
531,landscape,0.013,long,0.014,zakin,0.017
532,laser,0.013,making,0.014,zeng,0.017
533,latter,0.013,measured,0.014,already,0.013
534,lauhon,0.013,mechanical,0.014,animal,0.013
535,length,0.013,mechanism,0.014,anniversary,0.013
536,loss,0.013,mesoporous,0.014,arises,0.013
537,lowered,0.013,micro,0.014,call,0.013
538,luo,0.013,nanotube,0.014,capability,0.013
539,machinable,0.013,nature,0.014,capacitance,0.013
540,mak,0.013,negative,0.014,carrier,0.013
541,manipulating,0.013,nitride,0.014,characteristic,0.013
542,mark,0.013,obstacle,0.014,class,0.013
543,mashtalir,0.013,occurs,0.014,consisting,0.013
544,mean,0.013,opened,0.014,construction,0.013
545,meanwhile,0.013,outline,0.014,continued,0.013
546,measurement,0.013,outstanding,0.014,control,0.013
547,membered,0.013,pace,0.014,convenient,0.013
548,merge,0.013,physic,0.014,cost,0.013
549,merit,0.013,physical,0.014,counterpart,0.013
550,mesostructure,0.013,possibility,0.014,coupling,0.013
551,metallically,0.013,possible,0.014,crystalline,0.013
552,mev,0.013,prepared,0.014,curvature,0.013
553,microstructure,0.013,producing,0.014,delivery,0.013
554,mid,0.013,ranging,0.014,describe,0.013
555,mochalin,0.013,rapid,0.014,describes,0.013
556,monolayered,0.013,reason,0.014,despite,0.013
