16,nica,0.08,solexa,0.109,disequilibrium,0.097,function,0.094,bowtie,0.097,analytically,0.091,george,0.092,ctla,0.092,sle,0.113,structure,0.098,study,0.111,influencing,0.086,provides,0.101,marchini,0.082,van,0.113
17,twin,0.08,spatial,0.109,cmc,0.094,scale,0.094,deseq,0.097,cai,0.091,global,0.092,duncanson,0.092,zhernakova,0.113,error,0.095,computationally,0.106,pedersen,0.086,gene,0.094,computational,0.076,method,0.112
18,common,0.076,tag,0.109,csnps,0.094,accumulating,0.079,analysis,0.093,calculate,0.091,gossum,0.092,excluding,0.092,european,0.109,general,0.095,increase,0.106,johnson,0.077,single,0.087,statistical,0.076,expression,0.111
19,population,0.076,allowing,0.094,whole,0.093,ashburner,0.079,data,0.093,classical,0.091,griffith,0.092,fto,0.092,van,0.109,chromosome,0.091,genome,0.105,saxena,0.074,cherny,0.085,challenge,0.07,statistic,0.111
20,dimas,0.069,bernstein,0.094,genetic,0.091,ball,0.079,annotation,0.091,continuous,0.091,gut,0.092,gough,0.092,gene,0.104,distance,0.091,number,0.097,barroso,0.064,derive,0.085,fuchsberger,0.07,analysis,0.105
21,hapmap,0.069,bias,0.094,analyzing,0.088,biochemical,0.079,framework,0.091,dallas,0.091,hugot,0.092,hhex,0.092,altered,0.098,ibd,0.091,time,0.097,bennett,0.064,engine,0.085,howie,0.07,genetic,0.101
22,thomson,0.069,binding,0.094,coding,0.088,blake,0.079,disorder,0.085,dichotomous,0.091,laukens,0.092,howson,0.092,showed,0.098,program,0.089,genetic,0.095,bonnycastle,0.064,exceed,0.085,pre,0.07,height,0.088
23,many,0.066,capture,0.094,linkage,0.088,botstein,0.079,technology,0.085,flexible,0.091,libioulle,0.092,hurles,0.092,westra,0.098,meiotic,0.084,component,0.09,cell,0.064,ignores,0.085,whole,0.07,visscher,0.086
24,disease,0.062,freely,0.094,allele,0.086,butler,0.079,variation,0.081,laptop,0.091,louis,0.092,illustrating,0.092,association,0.089,vitesse,0.084,account,0.088,cholesterol,0.064,parsimonious,0.085,large,0.069,approach,0.085
25,project,0.062,meyer,0.094,sequence,0.086,categorical,0.079,human,0.08,null,0.091,mansfield,0.092,investigate,0.092,cohort,0.088,implemented,0.081,large,0.079,cna,0.064,possibility,0.085,genotyped,0.065,price,0.085
26,young,0.062,predicted,0.094,two,0.086,cellular,0.079,kabuki,0.078,outperform,0.091,prescott,0.092,jmm,0.092,eqtl,0.088,total,0.081,quantitative,0.077,doney,0.064,traversal,0.085,used,0.065,type,0.085
27,signal,0.061,read,0.094,wide,0.086,changing,0.079,mll,0.078,scenario,0.091,regueiro,0.092,kwiatkowski,0.092,population,0.081,data,0.077,size,0.077,gieger,0.064,binary,0.074,real,0.061,associated,0.083
28,study,0.059,resolution,0.094,detecting,0.081,cherry,0.079,change,0.076,segmenting,0.091,representing,0.092,palin,0.092,insight,0.079,genotype,0.075,emmax,0.076,grove,0.064,carried,0.074,resource,0.061,locus,0.083
29,detailed,0.056,robust,0.094,lower,0.081,controlled,0.079,genome,0.061,supervised,0.091,rutgeerts,0.092,pembrey,0.092,known,0.073,computer,0.073,impractical,0.076,gyllensten,0.064,computer,0.074,accurate,0.06,goddard,0.077
30,heritable,0.056,based,0.091,analysis,0.08,davis,0.079,application,0.06,region,0.087,schumm,0.092,pirinen,0.092,non,0.073,genome,0.073,infinitesimal,0.076,illig,0.064,cookson,0.074,missing,0.06,gwass,0.076
31,key,0.056,brown,0.084,powerful,0.08,dennis,0.079,cause,0.06,adjusting,0.079,silverberg,0.092,rahman,0.092,genetic,0.071,likelihood,0.073,powerful,0.073,jackson,0.064,extremely,0.074,abecasis,0.056,tissue,0.076
32,montgomery,0.056,dynamic,0.084,proportion,0.08,dolinski,0.079,discover,0.06,analyze,0.079,steinhart,0.092,rested,0.092,snp,0.071,show,0.07,variance,0.073,kuusisto,0.064,improves,0.074,approach,0.056,individual,0.073
33,deloukas,0.051,generated,0.084,sample,0.08,dwight,0.079,align,0.058,fitting,0.079,targan,0.092,scl,0.092,trait,0.071,algorithm,0.068,population,0.072,laakso,0.064,inference,0.074,describe,0.056,variance,0.071
34,mccarthy,0.051,johnson,0.084,map,0.074,end,0.079,asd,0.058,heart,0.079,vermeire,0.092,stratton,0.092,expression,0.067,rate,0.068,analysis,0.07,langenberg,0.064,inheritance,0.074,well,0.056,yang,0.069
35,underlying,0.051,local,0.084,polymorphism,0.074,eppig,0.079,cadd,0.058,increasingly,0.079,vos,0.092,tcf,0.092,first,0.067,exact,0.065,control,0.067,narisu,0.064,limitation,0.074,accuracy,0.055,variation,0.065
36,association,0.047,peak,0.084,well,0.074,facilitating,0.079,ensembl,0.058,lin,0.079,study,0.085,theorem,0.092,previously,0.067,model,0.065,existing,0.067,near,0.064,produce,0.074,cost,0.055,cell,0.064
37,smith,0.047,prediction,0.084,extent,0.073,gao,0.079,expression,0.058,pose,0.079,bumpstead,0.08,thereby,0.092,type,0.067,sharing,0.065,family,0.067,pramstaller,0.064,recombinant,0.074,multipoint,0.055,specific,0.064
38,analysis,0.044,analysis,0.08,frequency,0.069,geneontology,0.079,filtering,0.058,practical,0.079,cho,0.08,vukcevic,0.092,analysis,0.062,ceph,0.063,however,0.067,rudan,0.064,represent,0.074,performance,0.055,population,0.063
39,frequency,0.044,data,0.08,strategy,0.066,graphical,0.079,machine,0.058,quickly,0.079,distinct,0.08,worthington,0.092,sequencing,0.062,event,0.063,test,0.067,swift,0.064,unlikely,0.074,review,0.055,human,0.062
40,genotype,0.041,improve,0.076,catalogue,0.062,hosack,0.079,mean,0.058,substantially,0.079,mathew,0.08,common,0.088,variant,0.058,maternal,0.063,accounting,0.066,thorsteinsdottir,0.064,genetic,0.071,individual,0.052,linkage,0.062
41,multiple,0.041,myers,0.076,degenerate,0.062,identifier,0.079,normalization,0.058,triglyceride,0.079,response,0.08,associated,0.082,abedian,0.057,mhc,0.063,bayesian,0.066,voight,0.064,affected,0.066,many,0.052,body,0.06
42,small,0.041,short,0.076,implication,0.062,integrated,0.079,predictor,0.058,trait,0.076,rioux,0.08,locus,0.082,albert,0.057,mother,0.063,making,0.066,wareham,0.064,approximate,0.066,genetic,0.049,large,0.06
43,susceptibility,0.041,zhang,0.076,isolated,0.062,intuitive,0.079,quality,0.058,alternative,0.071,satsangi,0.08,artery,0.08,alizadeh,0.057,pattern,0.059,modeling,0.066,blood,0.057,cardon,0.066,information,0.049,estimate,0.059
44,abdallah,0.04,genome,0.075,multivariate,0.062,issel,0.079,shendure,0.058,analytic,0.071,transcript,0.08,bayes,0.08,alters,0.057,high,0.058,spurious,0.066,boerwinkle,0.057,detection,0.066,snp,0.049,whole,0.059
45,achieved,0.04,algorithm,0.07,relatively,0.062,kasarskis,0.079,transcriptomes,0.058,calculation,0.071,green,0.071,bayesian,0.08,atg,0.057,eight,0.055,unified,0.066,campbell,0.057,exact,0.066,power,0.048,correlation,0.057
46,act,0.04,distribution,0.07,roughly,0.062,lempicki,0.079,voom,0.058,central,0.071,heath,0.071,byrnes,0.08,brody,0.057,ratio,0.055,trait,0.063,collins,0.057,handle,0.066,present,0.048,imputed,0.057
47,agreement,0.04,finding,0.07,screening,0.062,lewis,0.079,coding,0.055,conducted,0.071,lathrop,0.071,caulfield,0.08,challenging,0.057,descent,0.054,marker,0.062,cooper,0.057,manner,0.066,biomedical,0.047,index,0.057
48,ahmadi,0.04,site,0.07,synonymous,0.062,list,0.079,three,0.055,exome,0.071,parkes,0.071,cdkal,0.08,cheon,0.057,set,0.054,dissection,0.059,duijn,0.057,pair,0.066,browning,0.047,mass,0.057
49,ainali,0.04,available,0.064,univariate,0.062,matese,0.079,case,0.054,regression,0.071,rotter,0.071,contain,0.08,christiansen,0.057,based,0.053,linear,0.059,grallert,0.057,performs,0.066,chew,0.047,discovery,0.056
50,barker,0.04,existing,0.064,non,0.06,meaning,0.079,effect,0.054,testing,0.071,susceptibility,0.071,coronary,0.08,chromatin,0.057,approach,0.05,statistic,0.059,groop,0.057,sharing,0.066,comparison,0.047,similar,0.056
51,basile,0.04,present,0.056,nucleotide,0.06,membership,0.079,many,0.054,analysis,0.067,combined,0.065,defined,0.08,colitis,0.057,component,0.05,human,0.058,hofman,0.057,speed,0.066,computing,0.047,gcta,0.055
52,bataille,0.04,size,0.056,rate,0.06,microarray,0.079,individual,0.052,computationally,0.064,confirmed,0.065,hall,0.08,daryani,0.057,family,0.05,gwas,0.053,lindgren,0.057,data,0.063,consensus,0.047,gusev,0.055
53,battle,0.04,also,0.048,recent,0.06,proteomic,0.079,http,0.051,design,0.064,evidence,0.065,hill,0.08,deepsage,0.057,framework,0.049,simulation,0.053,mohlke,0.057,density,0.06,cucca,0.047,obesity,0.055
54,beazley,0.04,,,region,0.06,richardson,0.079,loss,0.051,limited,0.064,found,0.065,limitation,0.08,dicey,0.057,locus,0.047,mapping,0.051,thorleifsson,0.057,efficiently,0.06,facilitates,0.047,plink,0.055
55,bell,0.04,,,approach,0.056,ringwald,0.079,memory,0.051,simulated,0.064,identified,0.062,mathew,0.08,direction,0.057,allele,0.046,architecture,0.049,uitterlinden,0.057,effort,0.06,forer,0.047,common,0.052
56,berghuis,0.04,,,test,0.056,rubin,0.079,mendelian,0.051,value,0.064,anderson,0.059,mcvean,0.08,divergent,0.057,sequence,0.046,applied,0.045,chen,0.052,fast,0.06,gwa,0.047,disequilibrium,0.051
57,bird,0.04,,,variation,0.056,sherlock,0.079,dna,0.05,boehnke,0.059,barrett,0.059,ouwehand,0.08,driven,0.057,complex,0.044,available,0.045,stefansson,0.052,linkage,0.06,iacono,0.047,estimation,0.051
58,boyer,0.04,,,although,0.054,sherman,0.079,score,0.05,containing,0.059,cell,0.059,potentially,0.08,enquobahrie,0.057,simple,0.044,tool,0.045,wilson,0.052,linked,0.06,improvement,0.047,neale,0.051
59,bradbury,0.04,,,average,0.054,specifying,0.079,single,0.05,help,0.059,meta,0.059,refinement,0.08,erythematosus,0.057,arbitrary,0.042,type,0.045,identify,0.051,package,0.06,impute,0.047,regression,0.051
60,branton,0.04,,,distance,0.054,summarized,0.079,genetic,0.049,propose,0.059,protein,0.059,satsangi,0.08,established,0.057,block,0.042,effect,0.042,adcy,0.049,pattern,0.06,imputing,0.047,sample,0.051
61,bridge,0.04,,,feature,0.054,tarver,0.079,across,0.047,range,0.059,significant,0.059,target,0.08,fairfax,0.057,build,0.042,level,0.042,aulchenko,0.049,program,0.06,kwong,0.047,stratification,0.051
62,buia,0.04,,,joint,0.054,transferred,0.079,available,0.046,requires,0.059,van,0.059,todd,0.08,fuyuno,0.057,checking,0.042,two,0.042,franklin,0.049,related,0.06,levy,0.047,sullivan,0.051
63,buil,0.04,,,robust,0.054,transition,0.079,affected,0.045,score,0.059,trait,0.058,association,0.072,gharib,0.057,erroneous,0.042,multiple,0.039,gloyn,0.049,accurate,0.055,mcgue,0.047,mccarthy,0.049
64,burges,0.04,,,would,0.054,unification,0.079,estimation,0.045,variance,0.059,family,0.055,annotated,0.071,hallmark,0.057,female,0.042,present,0.039,glycemic,0.049,algorithm,0.055,member,0.047,thousand,0.049
65,colantuoni,0.04,,,candidate,0.051,visualization,0.079,linear,0.045,applied,0.054,including,0.055,brown,0.071,hart,0.057,frigge,0.042,set,0.039,goodarzi,0.049,computational,0.055,pato,0.047,ferreira,0.048
66,community,0.04,,,sequencing,0.051,vocabulary,0.079,open,0.045,challenge,0.054,lee,0.055,farrall,0.071,hoen,0.057,fuzzy,0.042,signal,0.039,grarup,0.049,current,0.055,phased,0.047,finucane,0.048
67,compton,0.04,,,application,0.048,world,0.079,per,0.045,component,0.054,previously,0.055,group,0.071,huang,0.057,gamete,0.042,appealing,0.038,hadjadj,0.049,error,0.055,stambolian,0.047,introduce,0.048
68,contributing,0.04,,,cost,0.048,according,0.069,unknown,0.045,lee,0.054,analysis,0.051,maller,0.071,immunoprecipitation,0.057,gudbjartsson,0.042,approximation,0.038,hoek,0.049,general,0.055,swaroop,0.047,jrb,0.048
69,cortadillo,0.04,,,demonstrated,0.048,assist,0.069,high,0.043,candidate,0.05,candidate,0.051,parkes,0.071,implicate,0.057,guideline,0.042,assume,0.038,hung,0.049,nucleotide,0.055,term,0.047,many,0.048
70,cosentino,0.04,,,effective,0.048,biology,0.069,sequence,0.043,efficient,0.05,daly,0.051,samani,0.071,indian,0.057,histocompatibility,0.042,attracted,0.038,kesaniemi,0.049,problem,0.055,tested,0.047,perry,0.048
71,deluca,0.04,,,identify,0.048,clear,0.069,even,0.041,marker,0.05,amato,0.046,study,0.068,indicating,0.057,inconsistency,0.042,avoiding,0.038,kyvik,0.049,thousand,0.055,vrieze,0.047,control,0.046
72,demchok,0.04,,,might,0.048,core,0.069,million,0.041,identify,0.047,annese,0.046,detailed,0.065,interferon,0.057,intensity,0.042,berger,0.038,lipoprotein,0.049,abecasis,0.05,disease,0.046,diabetes,0.046
73,derr,0.04,,,model,0.048,fraction,0.069,package,0.041,method,0.047,apoptosis,0.046,diabetes,0.065,iranian,0.057,kilobases,0.042,birth,0.038,mcculloch,0.049,describe,0.05,current,0.045,functional,0.046
74,diaz,0.04,,,relevant,0.048,goal,0.069,role,0.041,model,0.047,asthma,0.046,donnelly,0.065,irgm,0.057,lid,0.042,boundary,0.038,meisinger,0.049,family,0.05,genotyping,0.045,morris,0.046
75,differentiation,0.04,,,require,0.048,hill,0.069,short,0.041,provide,0.047,bach,0.046,hattersley,0.065,jjy,0.057,male,0.042,briggs,0.038,meneton,0.049,polymorphism,0.05,mccarthy,0.045,tool,0.046
76,dizygotic,0.04,,,required,0.048,http,0.069,model,0.04,sample,0.047,baldassano,0.046,mechanism,0.065,kubo,0.057,marshfield,0.042,buckler,0.038,mitchell,0.049,tool,0.05,van,0.045,identify,0.045
77,donovan,0.04,,,single,0.048,integrates,0.069,sample,0.04,single,0.047,balschun,0.046,morris,0.065,lumley,0.057,microsatellite,0.042,complement,0.038,navarro,0.049,allele,0.047,analysis,0.043,set,0.045
78,dunning,0.04,,,whereas,0.048,lane,0.069,ability,0.039,size,0.047,barclay,0.046,much,0.065,lupus,0.057,ordered,0.042,correcting,0.038,payne,0.049,efficient,0.047,existing,0.042,identified,0.044
79,elucidate,0.04,,,density,0.044,nature,0.069,anders,0.039,across,0.044,barmada,0.046,myers,0.065,makino,0.057,pedcheck,0.042,demonstrates,0.038,petersen,0.049,high,0.047,one,0.042,schizophrenia,0.044
80,engel,0.04,,,detect,0.044,org,0.069,asds,0.039,common,0.044,bayless,0.046,value,0.065,malekzadeh,0.057,picture,0.042,doebley,0.038,prox,0.049,find,0.043,scale,0.042,wray,0.044
81,erickson,0.04,,,particular,0.044,pose,0.069,assay,0.039,several,0.044,belaiche,0.046,deloukas,0.059,metabolism,0.057,poly,0.042,eskin,0.038,prv,0.049,genotype,0.043,access,0.041,brown,0.043
82,establish,0.04,,,replication,0.044,produce,0.069,bamshad,0.039,also,0.041,bitton,0.046,mccarthy,0.059,midha,0.057,polymorphic,0.042,expedited,0.038,rocheleau,0.049,method,0.043,area,0.041,five,0.043
83,explore,0.04,,,significance,0.044,rapidly,0.069,bigham,0.039,associated,0.041,brand,0.046,underlying,0.059,nevertheless,0.057,recoding,0.042,finland,0.038,shield,0.049,multiple,0.043,boost,0.041,peter,0.043
84,feolo,0.04,,,standard,0.044,summary,0.069,bioconductor,0.039,individual,0.041,buning,0.046,control,0.055,nod,0.057,remarkably,0.042,gaut,0.038,shrader,0.049,number,0.043,experimentally,0.041,raychaudhuri,0.043
85,filkins,0.04,,,mapping,0.042,www,0.069,buckingham,0.039,based,0.038,chaperonins,0.046,function,0.055,observe,0.057,strps,0.042,gemma,0.038,sladek,0.049,set,0.043,fine,0.041,testing,0.043
86,fleming,0.04,,,causal,0.04,annotated,0.061,burrow,0.039,complex,0.038,child,0.046,functional,0.055,orchard,0.057,suggested,0.042,hold,0.038,song,0.049,common,0.041,improves,0.041,together,0.043
87,flutre,0.04,,,follow,0.04,collection,0.061,call,0.039,genetic,0.038,cohen,0.046,likely,0.055,overcome,0.057,tandem,0.042,holland,0.038,sparso,0.049,large,0.036,imputed,0.041,architecture,0.042
88,forrest,0.04,,,general,0.04,constructed,0.061,deep,0.039,show,0.038,colombel,0.046,type,0.055,pac,0.057,week,0.042,imprecise,0.038,tichet,0.049,show,0.036,leading,0.041,case,0.042
89,foster,0.04,,,genotyping,0.04,derived,0.061,deletion,0.039,using,0.038,confirm,0.046,genotyped,0.051,peripheral,0.057,kong,0.041,inbred,0.038,vollenweider,0.049,snp,0.036,match,0.041,genotyped,0.042
90,gelfand,0.04,,,thousand,0.04,describes,0.061,depristo,0.039,gene,0.034,cottone,0.046,sequence,0.051,phenomenon,0.057,score,0.041,intractable,0.038,biological,0.048,disease,0.033,obtained,0.041,phenotype,0.042
91,genomics,0.04,,,large,0.039,domain,0.061,dhodh,0.039,,,curation,0.046,sample,0.047,poustchi,0.057,specific,0.041,iteration,0.038,boehnke,0.048,,,past,0.041,score,0.042
92,getz,0.04,,,available,0.037,dynamic,0.061,dispersion,0.039,,,dassopoulos,0.046,signal,0.047,prokisch,0.057,variance,0.041,kresovich,0.038,mccarthy,0.048,,,typically,0.041,based,0.041
93,gillard,0.04,,,describe,0.037,harris,0.061,encodes,0.039,,,datta,0.046,single,0.047,putative,0.057,individual,0.038,limit,0.038,risk,0.048,,,marker,0.039,component,0.039
94,glass,0.04,,,influence,0.037,made,0.061,excess,0.039,,,degenerative,0.046,small,0.047,radke,0.057,mapping,0.038,maize,0.038,abecasis,0.044,,,using,0.039,design,0.039
95,groch,0.04,,,likely,0.037,pathway,0.061,exomes,0.039,,,dennd,0.046,understanding,0.047,reflecting,0.057,area,0.037,mcmullen,0.038,identified,0.044,,,advance,0.036,including,0.039
96,grundberg,0.04,,,effect,0.034,data,0.058,fold,0.039,,,denson,0.046,across,0.044,schramm,0.057,class,0.037,moderate,0.038,individual,0.044,,,central,0.036,insight,0.039
97,guigo,0.04,,,factor,0.034,database,0.056,fundamental,0.039,,,descriptor,0.046,also,0.041,schurmann,0.057,computation,0.037,nielsen,0.038,artery,0.043,,,describes,0.036,montgomery,0.039
98,guyer,0.04,,,genotyped,0.034,distributed,0.056,fusion,0.039,,,dewit,0.046,identified,0.041,sommeren,0.057,correlation,0.037,normally,0.038,asf,0.043,,,facilitate,0.036,multiple,0.039
99,harbach,0.04,,,high,0.034,even,0.056,html,0.039,,,dnmt,0.046,mapping,0.041,sood,0.057,develop,0.037,northern,0.038,asian,0.043,,,framework,0.036,scale,0.039
100,hasz,0.04,,,level,0.034,program,0.056,huber,0.039,,,downloadable,0.046,based,0.038,suchy,0.057,history,0.037,optimize,0.038,balkau,0.043,,,human,0.036,test,0.039
101,hedman,0.04,,,number,0.032,three,0.056,indels,0.039,,,dpb,0.046,result,0.038,systemic,0.057,identification,0.037,pairwise,0.038,benediktsson,0.043,,,implemented,0.036,zhang,0.039
102,insel,0.04,,,present,0.032,yang,0.056,insertion,0.039,,,drummond,0.046,show,0.038,takahashi,0.057,inheritance,0.037,plant,0.038,bergman,0.043,,,number,0.036,biology,0.038
103,karasik,0.04,,,small,0.032,genome,0.055,miller,0.039,,,dubinsky,0.046,using,0.038,thelma,0.057,lander,0.037,possibly,0.038,beta,0.043,,,project,0.036,bulik,0.038
104,keildson,0.04,,,susceptibility,0.032,cell,0.051,pathogenic,0.039,,,edward,0.046,wide,0.036,tnfsf,0.057,lod,0.037,pressoir,0.038,bochud,0.043,,,researcher,0.036,estimated,0.038
105,kellis,0.04,,,understanding,0.032,consortium,0.051,pathogenicity,0.039,,,ellinghaus,0.046,genome,0.032,transancestry,0.057,mendelian,0.037,proposed,0.038,boehm,0.043,,,sample,0.036,focus,0.038
106,kennedy,0.04,,,acting,0.031,discovery,0.051,probands,0.039,,,erap,0.046,,,ulcerative,0.057,probability,0.037,random,0.038,borecki,0.043,,,schlessinger,0.036,hall,0.038
107,koester,0.04,,,admixture,0.031,major,0.051,produced,0.039,,,executed,0.046,,,usefulness,0.057,repeat,0.037,realistic,0.038,bornstein,0.043,,,service,0.036,kuusisto,0.038
108,konkashbaev,0.04,,,alone,0.031,molecular,0.051,salzberg,0.039,,,expanded,0.046,,,utr,0.057,sex,0.037,refer,0.038,bumpstead,0.043,,,stephen,0.036,laakso,0.038
109,korzeniewski,0.04,,,alter,0.031,process,0.051,sanger,0.039,,,festen,0.046,,,vahedi,0.057,test,0.037,sabatti,0.038,charpentier,0.043,,,basis,0.033,loo,0.038
110,krestyaninova,0.04,,,always,0.031,applied,0.047,sensitive,0.039,,,florin,0.046,,,withoff,0.057,various,0.037,salem,0.038,chine,0.043,,,donnelly,0.033,martin,0.038
111,lappalainen,0.04,,,amino,0.031,challenge,0.047,spliced,0.039,,,functionally,0.046,,,yaghootkar,0.057,many,0.035,separated,0.038,cornelis,0.043,,,increase,0.033,palmer,0.038
112,lehner,0.04,,,applying,0.031,component,0.047,suitable,0.039,,,fut,0.046,,,yamazaki,0.057,trait,0.035,sized,0.038,coronary,0.043,,,much,0.033,patterson,0.038
113,lockhart,0.04,,,assembling,0.031,functional,0.047,throughput,0.039,,,gearry,0.046,,,across,0.054,using,0.035,structured,0.038,crawford,0.043,,,myers,0.033,purcell,0.038
114,lonsdale,0.04,,,beyond,0.031,including,0.047,trapnell,0.039,,,ghori,0.046,,,mapping,0.051,accuracy,0.033,sul,0.038,dina,0.043,,,scott,0.033,ripke,0.038
115,lowe,0.04,,,bottleneck,0.031,often,0.047,ultrafast,0.039,,,glas,0.046,,,asian,0.049,calculation,0.033,tucker,0.038,dupuis,0.043,,,standard,0.033,transcriptome,0.038
116,magazine,0.04,,,care,0.031,one,0.047,disease,0.038,,,guthery,0.046,,,berg,0.049,comprehensive,0.033,unnecessary,0.038,erdos,0.043,,,strategy,0.033,result,0.037
117,marcus,0.04,,,cargill,0.031,tool,0.047,genomic,0.038,,,hakonarson,0.046,,,cho,0.049,derived,0.033,vast,0.038,ferreira,0.043,,,locus,0.031,developed,0.035
118,mash,0.04,,,characterization,0.031,report,0.043,range,0.038,,,halfvarson,0.046,,,cholesterol,0.049,difference,0.033,wghs,0.038,florez,0.043,,,algorithm,0.03,known,0.035
119,maxim,0.04,,,comparing,0.031,sequencing,0.043,similar,0.038,,,hansoul,0.046,,,combination,0.049,difficult,0.033,yamasaki,0.038,fox,0.043,,,architecture,0.03,meta,0.035
120,mayoral,0.04,,,compilation,0.031,independent,0.038,statistical,0.038,,,heat,0.046,,,driver,0.049,disequilibrium,0.033,zaitlen,0.038,frank,0.043,,,boehnke,0.03,significant,0.035
121,meduri,0.04,,,complication,0.031,large,0.033,approach,0.035,,,heritabilities,0.046,,,east,0.049,example,0.033,zhou,0.038,froguel,0.043,,,causal,0.03,collins,0.034
122,meglio,0.04,,,conclusion,0.031,wide,0.031,family,0.035,,,icoslg,0.046,,,hernandez,0.049,group,0.033,individual,0.034,hallmans,0.043,,,different,0.03,contribution,0.034
123,meng,0.04,,,considered,0.031,study,0.029,function,0.035,,,inca,0.046,,,heterogeneity,0.049,offer,0.033,although,0.033,hansen,0.043,,,meta,0.03,day,0.034
124,monlong,0.04,,,daley,0.031,,,functional,0.035,,,infection,0.046,,,homuth,0.049,part,0.033,apply,0.033,hartikainen,0.043,,,software,0.03,genotype,0.034
125,mono,0.04,,,demographic,0.031,,,identified,0.035,,,inflammation,0.046,,,identification,0.049,rapid,0.033,attention,0.033,hayward,0.043,,,thousand,0.03,heath,0.034
126,moore,0.04,,,differ,0.031,,,tool,0.035,,,informed,0.046,,,jansen,0.049,significantly,0.033,boost,0.033,hick,0.043,,,time,0.03,loh,0.034
127,mosavel,0.04,,,discrepancy,0.031,,,access,0.034,,,interesting,0.046,,,jbj,0.049,statistic,0.033,bulik,0.033,hingorani,0.043,,,trait,0.029,anorexia,0.033
