74,crossing,0.045,probability,0.047,demonstrate,0.051,sadness,0.043,voxelwise,0.048,structure,0.05,sensory,0.044,perfusion,0.05,piven,0.052
75,denoising,0.045,article,0.045,dimensional,0.051,wager,0.043,weighted,0.048,template,0.05,distinct,0.041,showed,0.05,schneider,0.052
76,genetic,0.045,quality,0.045,driven,0.051,working,0.043,connectivity,0.047,activity,0.049,signal,0.041,activity,0.049,sensible,0.052
77,increasingly,0.045,context,0.042,entire,0.051,associated,0.042,field,0.047,high,0.049,temporal,0.041,group,0.048,thoroughly,0.052
78,overview,0.045,describe,0.042,fink,0.051,cingulate,0.042,group,0.047,map,0.049,brain,0.04,single,0.048,yushkevich,0.052
79,progress,0.045,inference,0.042,imaged,0.051,engaged,0.042,structural,0.047,system,0.049,increase,0.039,small,0.048,mri,0.049
80,reliably,0.045,many,0.042,interrogation,0.051,experiment,0.041,tissue,0.047,temporal,0.049,lateral,0.039,anti,0.047,set,0.049
81,super,0.045,area,0.041,laboratory,0.051,interest,0.041,activation,0.046,procedure,0.048,lobe,0.039,coherence,0.047,technique,0.049
82,tournier,0.045,competing,0.041,matlab,0.051,processing,0.041,effect,0.046,source,0.048,cortical,0.037,duration,0.047,acquire,0.044
83,twin,0.045,consider,0.041,mortem,0.051,correct,0.038,magnetic,0.046,deformable,0.047,hypothesis,0.037,mixed,0.047,additionally,0.044
84,algorithm,0.044,distance,0.041,needed,0.051,finding,0.038,neuroimaging,0.046,diffeomorphic,0.047,magnetic,0.037,multilevel,0.047,advance,0.044
85,behrens,0.044,log,0.041,probable,0.051,individual,0.038,resonance,0.046,labeled,0.047,processing,0.037,paradigm,0.047,analysis,0.044
86,independent,0.044,modelling,0.041,representative,0.051,population,0.038,specific,0.046,sensor,0.047,resonance,0.037,performing,0.047,called,0.044
87,measured,0.044,organization,0.041,represents,0.051,process,0.038,present,0.043,skull,0.047,another,0.034,removing,0.047,caudate,0.044
88,resting,0.044,result,0.041,required,0.051,stimulus,0.038,algorithm,0.042,stripping,0.047,dorsal,0.034,respiration,0.047,contributing,0.044
89,shown,0.044,rfmri,0.041,reserved,0.051,visual,0.038,also,0.042,local,0.046,involves,0.034,estimation,0.046,despite,0.044
90,voxel,0.044,two,0.041,significance,0.051,anterior,0.037,appropriate,0.042,representation,0.046,superior,0.034,observed,0.046,easily,0.044
91,model,0.042,used,0.041,stephan,0.051,demand,0.037,atlas,0.042,segmentation,0.046,fmri,0.033,approach,0.045,efficiency,0.044
92,set,0.042,nonlinear,0.04,together,0.051,language,0.037,behrens,0.042,reserved,0.045,one,0.033,brain,0.045,enabling,0.044
93,estimate,0.039,previous,0.04,human,0.046,multisubject,0.037,common,0.042,region,0.044,show,0.033,could,0.043,establishes,0.044
94,given,0.039,related,0.04,right,0.046,peak,0.037,comparison,0.042,standard,0.044,petersen,0.03,estimated,0.043,existence,0.044
95,prior,0.039,activity,0.038,study,0.046,perception,0.037,derived,0.042,technique,0.044,recent,0.03,onset,0.043,fractional,0.044
96,probabilistic,0.039,also,0.038,using,0.046,positron,0.037,friston,0.042,applied,0.043,role,0.03,sampling,0.043,gee,0.044
97,containing,0.038,however,0.038,able,0.045,semantic,0.037,non,0.042,average,0.043,state,0.03,shape,0.043,inc,0.044
98,currently,0.038,pattern,0.038,automatically,0.045,worsley,0.037,problem,0.042,manual,0.043,change,0.027,prior,0.041,inclusion,0.044
99,determination,0.038,bilinear,0.037,become,0.045,comparison,0.034,segmentation,0.042,meg,0.043,common,0.027,deactivation,0.04,individually,0.044
100,dominant,0.038,dcm,0.037,community,0.045,found,0.034,signal,0.042,problem,0.043,evidence,0.027,dependent,0.04,intended,0.044
101,identical,0.038,dcms,0.037,complex,0.045,response,0.034,area,0.041,individual,0.041,found,0.027,false,0.04,key,0.044
102,resolved,0.038,gbf,0.037,consistently,0.045,sensitivity,0.034,berg,0.041,population,0.041,relative,0.027,fluctuation,0.04,kingshott,0.044
103,tracking,0.038,imaging,0.037,construction,0.045,space,0.034,connection,0.041,alignment,0.04,advantageous,0.026,hierarchy,0.04,level,0.044
104,ugurbil,0.038,laumann,0.037,effort,0.045,statistic,0.034,detail,0.041,approach,0.04,akbudak,0.026,inc,0.04,mathematical,0.044
105,yacoub,0.038,net,0.037,evolution,0.045,statistical,0.034,distributed,0.041,inverse,0.04,appearing,0.026,spaced,0.04,ongoing,0.044
106,activity,0.035,nonlinearities,0.037,feature,0.045,imaging,0.033,free,0.041,landmark,0.04,attend,0.026,cortex,0.039,reserved,0.044
107,first,0.035,penny,0.037,identifying,0.045,consistently,0.032,functional,0.041,manually,0.04,axis,0.026,significant,0.039,routine,0.044
108,smith,0.035,plausible,0.037,label,0.045,contrast,0.032,gradient,0.041,metric,0.04,body,0.026,correction,0.038,show,0.044
109,study,0.035,transient,0.037,major,0.045,emission,0.032,like,0.041,minimum,0.04,buonocore,0.026,dynamic,0.038,studied,0.044
110,able,0.033,empirical,0.036,methodological,0.045,holmes,0.032,objective,0.041,activation,0.039,coeruleus,0.026,effective,0.038,thereby,0.044
111,behavior,0.033,influence,0.036,mni,0.045,lobe,0.032,planar,0.041,compared,0.038,conceptualized,0.026,error,0.038,understanding,0.044
112,better,0.033,intrinsic,0.036,necessary,0.045,neuroimage,0.032,unbiased,0.041,demonstrated,0.038,conturo,0.026,reduced,0.038,ventricle,0.044
113,characterizing,0.033,mni,0.036,obtained,0.045,observation,0.032,anatomical,0.038,developed,0.038,coordinated,0.026,scan,0.038,wheeler,0.044
114,direct,0.033,scale,0.036,open,0.045,perceptual,0.032,mri,0.038,frontal,0.038,covert,0.026,voxel,0.038,zhang,0.044
115,explain,0.033,underlying,0.036,post,0.045,priming,0.032,provide,0.038,three,0.038,covertly,0.026,first,0.037,human,0.04
116,feature,0.033,work,0.036,reference,0.045,selecting,0.032,powerful,0.037,available,0.037,cued,0.026,found,0.037,right,0.04
117,glasser,0.033,single,0.035,research,0.045,separately,0.032,average,0.036,first,0.037,derives,0.026,statistic,0.037,accessible,0.038
118,identifying,0.033,set,0.034,subcortical,0.045,thalamus,0.032,library,0.036,imaging,0.036,desimone,0.026,system,0.037,anisotropy,0.038
119,limitation,0.033,associated,0.032,talairach,0.045,tomography,0.032,normal,0.036,affine,0.035,directing,0.026,imaging,0.036,behind,0.038
120,negative,0.033,connectome,0.032,challenge,0.039,hypothesis,0.031,rate,0.036,cost,0.035,dissociate,0.026,apart,0.035,characterize,0.038
121,neuronal,0.033,estimation,0.032,enables,0.039,magnetic,0.031,tej,0.036,different,0.035,dissociated,0.026,autocorrelations,0.035,child,0.038
122,possible,0.033,evidence,0.032,hemisphere,0.039,related,0.031,thalamus,0.036,freesurfer,0.035,distracters,0.026,blood,0.035,complexity,0.038
123,sphere,0.033,framework,0.032,include,0.039,resonance,0.031,useful,0.036,generated,0.035,distracting,0.026,breath,0.035,development,0.038
124,effect,0.032,observed,0.032,integrated,0.039,amygdala,0.028,way,0.036,hybrid,0.035,dorsolateral,0.026,characterizing,0.035,evaluate,0.038
125,provide,0.032,often,0.032,integration,0.039,design,0.028,work,0.036,intrinsic,0.035,drury,0.026,collected,0.035,expertise,0.038
126,related,0.032,resolution,0.032,introduce,0.039,designed,0.028,approach,0.034,little,0.035,emphasizes,0.026,corrected,0.035,extent,0.038
127,accuracy,0.029,simple,0.032,minimal,0.039,involved,0.028,control,0.034,mutual,0.035,enhanced,0.026,default,0.035,lateral,0.038
128,adult,0.029,time,0.032,must,0.039,method,0.028,high,0.034,one,0.035,expectation,0.026,deviation,0.035,little,0.038
129,behavioral,0.029,volume,0.032,neuroscience,0.039,non,0.028,often,0.034,open,0.035,expecting,0.026,estimator,0.035,methodological,0.038
130,case,0.029,conclusion,0.031,spatially,0.039,one,0.028,relative,0.034,quality,0.035,favor,0.026,examined,0.035,nucleus,0.038
131,essen,0.029,defining,0.031,summary,0.039,posterior,0.028,two,0.034,reference,0.035,fiez,0.026,hrfs,0.035,open,0.038
132,healthy,0.029,dependent,0.031,three,0.039,representation,0.028,adult,0.032,robustness,0.035,fronto,0.026,mode,0.035,provided,0.038
133,implemented,0.029,different,0.031,current,0.035,scan,0.028,ageing,0.032,sereno,0.035,generalize,0.026,pcc,0.035,relate,0.038
134,introduce,0.029,flow,0.031,degree,0.035,second,0.028,author,0.032,strong,0.035,hopfinger,0.026,phase,0.035,research,0.038
135,neuroscience,0.029,level,0.031,finding,0.035,spm,0.028,availability,0.032,subdividing,0.035,ind,0.026,positive,0.035,sampling,0.038
136,previously,0.029,like,0.031,identified,0.035,suggest,0.028,case,0.032,syn,0.035,interplay,0.026,retroicor,0.035,setting,0.038
137,robust,0.029,likely,0.031,interpretation,0.035,word,0.028,ciccarelli,0.032,visualization,0.035,interrupt,0.026,scanning,0.035,take,0.038
138,van,0.029,mediate,0.031,main,0.035,academic,0.025,computing,0.032,watershed,0.035,intraparietal,0.026,similar,0.035,tensor,0.038
139,various,0.029,parcellation,0.031,measure,0.035,aspect,0.025,concentration,0.032,weighted,0.035,kastner,0.026,spectral,0.035,accuracy,0.034
140,application,0.026,regression,0.031,powerful,0.035,attention,0.025,controlling,0.032,describe,0.034,kincade,0.026,wise,0.035,demonstrates,0.034
141,aspect,0.026,successful,0.031,relationship,0.035,choice,0.025,decline,0.032,many,0.034,linenweber,0.026,measure,0.034,describes,0.034
142,density,0.026,systematic,0.031,source,0.035,doe,0.025,discovery,0.032,structural,0.034,locus,0.026,significantly,0.034,developed,0.034
143,improved,0.026,difference,0.029,structural,0.035,group,0.025,error,0.032,anatomical,0.033,maintains,0.026,activation,0.033,directly,0.034
144,interpretation,0.026,large,0.029,tissue,0.035,human,0.025,example,0.032,including,0.033,mangun,0.026,cingulate,0.031,enables,0.034
145,many,0.026,magnetic,0.029,type,0.035,motion,0.025,extended,0.032,accuracy,0.031,mcavoy,0.026,datasets,0.031,error,0.034
146,powerful,0.026,processing,0.029,usa,0.035,press,0.025,fdr,0.032,best,0.031,mind,0.026,experimental,0.031,estimating,0.034
147,proposed,0.026,resonance,0.029,activated,0.032,typical,0.025,flexibility,0.032,consistent,0.031,minus,0.026,framework,0.031,find,0.034
148,relationship,0.026,estimate,0.028,cerebral,0.032,using,0.025,forming,0.032,control,0.031,mirrored,0.026,friston,0.031,highly,0.034
149,review,0.026,petersen,0.028,common,0.032,variability,0.025,gaussian,0.032,correction,0.031,modulates,0.026,matter,0.031,introduces,0.034
150,series,0.026,power,0.028,make,0.032,advantage,0.023,generally,0.032,correlation,0.031,nearby,0.026,measured,0.031,least,0.034
151,state,0.026,proposed,0.028,often,0.032,also,0.023,grey,0.032,derived,0.031,norepinephrine,0.026,previous,0.031,literature,0.034
152,structural,0.026,structural,0.028,provides,0.032,distinct,0.023,important,0.032,highly,0.031,oculomotor,0.026,random,0.031,minimal,0.034
153,via,0.026,term,0.028,science,0.032,however,0.023,indeed,0.032,mapping,0.031,pinsk,0.026,range,0.031,overlap,0.034
154,actual,0.023,behavior,0.027,statistical,0.032,problem,0.023,induced,0.032,matter,0.031,prevent,0.026,second,0.031,range,0.034
155,actually,0.023,characterize,0.027,time,0.032,provides,0.023,jenkinson,0.032,property,0.031,reanalyzed,0.026,simulation,0.031,reduce,0.034
156,add,0.023,condition,0.027,volume,0.032,relative,0.023,jlr,0.032,solution,0.031,recruitment,0.026,cause,0.03,robust,0.034
157,altogether,0.023,development,0.027,widely,0.032,requires,0.023,literature,0.032,suggest,0.031,redirecting,0.026,either,0.03,sensitive,0.034
158,ambitious,0.023,feature,0.027,activation,0.028,well,0.023,neuro,0.032,time,0.031,referenced,0.026,modeling,0.03,simulation,0.034
159,angle,0.023,improvement,0.027,cortex,0.028,activates,0.022,observed,0.032,voxel,0.031,reflected,0.026,modelling,0.03,theoretical,0.034
160,appeared,0.023,possible,0.027,form,0.028,amy,0.022,preservation,0.032,white,0.031,reset,0.026,peak,0.03,three,0.034
161,arrangement,0.023,provided,0.027,information,0.028,analytic,0.022,previously,0.032,area,0.03,running,0.026,presentation,0.03,variation,0.034
162,artefact,0.023,roi,0.027,mri,0.028,analyzing,0.022,probability,0.032,controlled,0.03,saccadic,0.026,short,0.03,whole,0.034
163,ball,0.023,schlaggar,0.027,neuroimaging,0.028,andrew,0.022,segmenting,0.032,demand,0.03,scene,0.026,show,0.03,wide,0.034
164,bucholz,0.023,snyder,0.027,set,0.028,anger,0.022,spin,0.032,detail,0.03,selectively,0.026,used,0.03,accurately,0.03
165,built,0.023,demonstrate,0.026,specific,0.028,apparent,0.022,studying,0.032,distance,0.03,social,0.026,worsley,0.03,acquisition,0.03
166,chen,0.023,structure,0.026,technique,0.028,assert,0.022,theory,0.032,employ,0.03,specialized,0.026,interest,0.028,combining,0.03
167,circuit,0.023,allows,0.025,approach,0.026,brett,0.022,voxels,0.032,evaluated,0.03,strip,0.026,magnetic,0.028,context,0.03
168,classify,0.023,cerebral,0.025,different,0.026,cabeza,0.022,woolrich,0.032,existing,0.03,stronger,0.026,resonance,0.028,defined,0.03
169,clearly,0.023,within,0.025,function,0.026,categorical,0.022,cortex,0.03,explicit,0.03,suppressed,0.026,spatial,0.028,established,0.03
170,company,0.023,another,0.024,inc,0.026,categorization,0.022,information,0.03,neuroanatomical,0.03,suppressive,0.026,standard,0.028,impact,0.03
171,conditioned,0.023,association,0.024,one,0.026,color,0.022,large,0.03,obtain,0.03,survival,0.026,technique,0.028,improved,0.03
172,connectomedb,0.023,barnes,0.024,result,0.026,commonality,0.022,software,0.03,organization,0.03,suspended,0.026,addition,0.027,making,0.03
173,connectomes,0.023,beckmann,0.024,structure,0.026,compliment,0.022,standard,0.03,quantify,0.03,switching,0.026,application,0.027,need,0.03
174,contamination,0.023,belonging,0.024,used,0.026,confidence,0.022,academic,0.028,strength,0.03,temporoparietal,0.026,number,0.027,performed,0.03
175,contribute,0.023,cbv,0.024,present,0.023,confusion,0.022,assumption,0.028,software,0.028,tended,0.026,procedure,0.027,powerful,0.03
176,corresponding,0.023,censoring,0.024,,,depends,0.022,define,0.028,connectivity,0.027,threatening,0.026,right,0.027,proposed,0.03
177,count,0.023,classical,0.024,,,designing,0.022,describe,0.028,measure,0.027,tightly,0.026,behavior,0.026,reliable,0.03
178,critique,0.023,compare,0.024,,,determined,0.022,identified,0.028,motion,0.027,trend,0.026,cognitive,0.026,significantly,0.03
179,curtis,0.023,comprise,0.024,,,differs,0.022,individual,0.028,present,0.027,unconstrained,0.026,covariance,0.026,single,0.03
180,customized,0.023,confounds,0.024,,,dimension,0.022,number,0.028,rest,0.027,ungerleider,0.026,freedom,0.026,source,0.03
181,decade,0.023,contextual,0.024,,,disgust,0.022,performed,0.028,single,0.027,verb,0.026,gray,0.026,typical,0.03
182,decomposes,0.023,contingent,0.024,,,doherty,0.022,power,0.028,sulcus,0.027,verbally,0.026,higher,0.026,even,0.027
183,della,0.023,coordinate,0.024,,,extensively,0.022,press,0.028,type,0.027,weerd,0.026,led,0.026,high,0.027
184,derive,0.023,datasets,0.024,,,extra,0.022,probabilistic,0.028,covariance,0.026,difference,0.025,neuroimage,0.026,image,0.027
185,distinct,0.023,definition,0.024,,,ganglion,0.022,small,0.028,dataset,0.026,region,0.025,null,0.026,implementation,0.027
186,distinguished,0.023,deterministic,0.024,,,happiness,0.022,accelerated,0.027,disease,0.026,spatial,0.025,overlapping,0.026,make,0.027
187,dmri,0.023,emerging,0.024,,,harness,0.022,acquiring,0.027,furthermore,0.026,subject,0.025,possible,0.026,requires,0.027
188,dramatically,0.023,evoked,0.024,,,hornak,0.022,advance,0.027,gyrus,0.026,array,0.022,primary,0.026,resolution,0.027
189,early,0.023,functionally,0.024,,,illustrated,0.022,aim,0.027,introduced,0.026,based,0.022,seen,0.026,smith,0.027
190,ease,0.023,great,0.024,,,incorrect,0.022,amount,0.027,knowledge,0.026,biased,0.022,therefore,0.026,statistic,0.027
191,electroencephalograph,0.023,healthy,0.024,,,indicates,0.022,benefit,0.027,necessary,0.026,correlated,0.022,variable,0.026,tool,0.027
192,encourage,0.023,induced,0.024,,,insertion,0.022,carefully,0.027,noise,0.026,depend,0.022,without,0.026,well,0.027
193,escaped,0.023,integrated,0.024,,,joint,0.022,detailed,0.027,report,0.026,detected,0.022,also,0.025,anatomical,0.024
194,exceptionally,0.023,integration,0.024,,,kringelbach,0.022,detecting,0.027,resulting,0.026,different,0.022,function,0.025,experiment,0.024
195,expanding,0.023,intersected,0.024,,,latitude,0.022,evans,0.027,separate,0.026,dominant,0.022,high,0.025,including,0.024
196,exploratory,0.023,known,0.024,,,letter,0.022,exact,0.027,shape,0.026,emotional,0.022,however,0.025,large,0.024
197,exploring,0.023,lie,0.024,,,liberzon,0.022,facilitate,0.027,target,0.026,indicating,0.022,problem,0.025,model,0.024
198,extension,0.023,manipulation,0.024,,,logic,0.022,fmri,0.027,typically,0.026,internally,0.022,relative,0.025,neuroimaging,0.024
199,fails,0.023,mazoyer,0.024,,,losing,0.022,issue,0.027,variety,0.026,junction,0.022,reserved,0.025,provide,0.024
200,fallacy,0.023,mechelli,0.024,,,misinterpreted,0.022,loss,0.027,also,0.025,linking,0.022,smith,0.025,software,0.024
201,fed,0.023,miller,0.024,,,money,0.022,methodology,0.027,change,0.025,mainly,0.022,two,0.025,specific,0.024
202,finalized,0.023,modulate,0.024,,,motivation,0.022,obtain,0.027,comparison,0.025,monitoring,0.022,well,0.025,standard,0.024
