48,limited,0.065,annually,0.07,uncertainty,0.049,,,,,colony,0.053,study,0.068,exist,0.041,price,0.066,,,appear,0.061,,,,,common,0.057,,,potential,0.059,,,focusing,0.053
49,merton,0.065,barber,0.07,wide,0.049,,,,,comparative,0.053,data,0.064,exists,0.041,growth,0.064,,,evidence,0.061,,,,,implication,0.057,,,sample,0.059,,,illiquidity,0.053
50,opinion,0.065,central,0.07,behavior,0.048,,,,,could,0.053,find,0.064,fast,0.041,around,0.061,,,constrained,0.06,,,,,section,0.057,,,consistent,0.054,,,ineffective,0.053
51,optimistic,0.065,december,0.07,time,0.048,,,,,defined,0.053,high,0.064,fastest,0.041,estimate,0.061,,,decrease,0.06,,,,,term,0.057,,,observed,0.054,,,interesting,0.053
52,potentially,0.065,demonstrate,0.07,better,0.044,,,,,development,0.053,period,0.064,fee,0.041,incentive,0.061,,,finance,0.06,,,,,effect,0.056,,,investment,0.051,,,link,0.053
53,purchasing,0.065,desire,0.07,component,0.044,,,,,educational,0.053,well,0.064,gathering,0.041,number,0.061,,,power,0.06,,,,,factor,0.056,,,period,0.047,,,move,0.053
54,scheinkman,0.065,earn,0.07,constant,0.044,,,,,enormously,0.053,value,0.06,growing,0.041,relative,0.061,,,optimal,0.057,,,,,information,0.056,,,model,0.044,,,mutually,0.053
55,searching,0.065,loser,0.07,excess,0.044,,,,,equalize,0.053,asset,0.056,grown,0.041,generate,0.056,,,common,0.054,,,,,pricing,0.056,,,value,0.044,,,noise,0.053
56,substantially,0.065,poor,0.07,explains,0.044,,,,,equator,0.053,market,0.05,gruber,0.041,relationship,0.056,,,different,0.054,,,,,result,0.056,,,show,0.039,,,obtain,0.053
57,sufficient,0.065,priced,0.07,fluctuation,0.044,,,,,establishment,0.053,,,included,0.041,analyze,0.052,,,examines,0.054,,,,,daniel,0.054,,,,,,,pedersen,0.053
58,tend,0.065,resulting,0.07,implication,0.044,,,,,extractive,0.053,,,inferior,0.041,asset,0.052,,,finding,0.054,,,,,domestic,0.054,,,,,,,peer,0.053
59,thousand,0.065,suboptimal,0.07,poorly,0.044,,,,,faced,0.053,,,introduction,0.041,conduct,0.052,,,leverage,0.054,,,,,governance,0.054,,,,,,,people,0.053
60,tobin,0.065,trade,0.07,short,0.044,,,,,gain,0.053,,,lack,0.041,distribution,0.052,,,vishny,0.054,,,,,home,0.054,,,,,,,price,0.053
61,valuation,0.065,winner,0.07,term,0.044,,,,,gap,0.053,,,lie,0.041,drop,0.052,,,data,0.053,,,,,jegadeesh,0.054,,,,,,,reality,0.053
62,willing,0.065,beta,0.063,economic,0.04,,,,,government,0.053,,,marketing,0.041,existing,0.052,,,higher,0.05,,,,,offer,0.054,,,,,,,reinforcing,0.053
63,xiong,0.065,directly,0.063,economy,0.04,,,,,hsieh,0.053,,,medium,0.041,give,0.052,,,hypothesis,0.05,,,,,offering,0.054,,,,,,,requirement,0.053
64,abnormal,0.057,lead,0.063,holding,0.04,,,,,hypothetically,0.053,,,nonexistent,0.041,intensity,0.052,,,performance,0.049,,,,,positive,0.054,,,,,,,rise,0.053
65,barber,0.057,loss,0.063,income,0.04,,,,,increasing,0.053,,,parsimonious,0.041,literature,0.052,,,controlling,0.046,,,,,systematic,0.054,,,,,,,specialized,0.053
66,cause,0.057,overconfidence,0.063,based,0.037,,,,,instrument,0.053,,,purchase,0.041,mian,0.052,,,covenant,0.046,,,,,expected,0.052,,,,,,,speculator,0.053
67,constraint,0.057,pay,0.063,one,0.037,,,,,investigation,0.053,,,quantitatively,0.041,ols,0.052,,,degree,0.046,,,,,manager,0.052,,,,,,,spiral,0.053
68,extreme,0.057,selling,0.063,provide,0.037,,,,,johnson,0.053,,,rationally,0.041,placebo,0.052,,,enforcement,0.046,,,,,percent,0.052,,,,,,,subject,0.053
69,face,0.057,turn,0.063,using,0.037,,,,,jones,0.053,,,regarded,0.041,sector,0.052,,,entrepreneur,0.046,,,,,preference,0.052,,,,,,,suddenly,0.053
70,first,0.057,doe,0.057,factor,0.035,,,,,klenow,0.053,,,remains,0.041,securitized,0.052,,,formally,0.046,,,,,run,0.052,,,,,,,testable,0.053
71,generates,0.057,higher,0.057,measure,0.035,,,,,language,0.053,,,represent,0.041,squeeze,0.052,,,identified,0.046,,,,,show,0.052,,,,,,,textbook,0.053
72,impact,0.057,low,0.057,pricing,0.035,,,,,location,0.053,,,reproduce,0.041,survey,0.052,,,identify,0.046,,,,,performance,0.049,,,,,,,traded,0.053
73,institutional,0.057,preference,0.057,result,0.035,,,,,microdata,0.053,,,respond,0.041,threshold,0.052,,,integrated,0.046,,,,,documented,0.048,,,,,,,almost,0.046
74,motivated,0.057,rather,0.057,find,0.032,,,,,narrowly,0.053,,,sirri,0.041,used,0.052,,,integration,0.046,,,,,evidence,0.048,,,,,,,anomaly,0.046
75,net,0.057,sell,0.057,period,0.032,,,,,others,0.053,,,skill,0.041,show,0.049,,,joint,0.046,,,,,exhibit,0.048,,,,,,,approach,0.046
76,odean,0.057,strong,0.057,portfolio,0.03,,,,,partially,0.053,,,socially,0.041,across,0.048,,,lopez,0.046,,,,,horizon,0.048,,,,,,,availability,0.046
77,reduce,0.057,appear,0.053,although,0.028,,,,,persisted,0.053,,,though,0.041,information,0.048,,,maturity,0.046,,,,,index,0.048,,,,,,,bad,0.046
78,regarding,0.057,long,0.053,assumption,0.028,,,,,physical,0.053,,,tufano,0.041,level,0.048,,,porta,0.046,,,,,per,0.048,,,,,,,business,0.046
79,search,0.057,lower,0.053,autoregressive,0.028,,,,,plant,0.053,,,type,0.041,market,0.047,,,reputation,0.046,,,,,persistence,0.048,,,,,,,delong,0.046
80,thus,0.057,test,0.053,aversion,0.028,,,,,quantify,0.053,,,unrewarded,0.041,approach,0.045,,,silanes,0.046,,,,,ratio,0.048,,,,,,,destabilizing,0.046
81,trade,0.057,cost,0.049,bansal,0.028,,,,,reallocated,0.053,,,wasteful,0.041,benefit,0.045,,,theoretical,0.046,,,,,several,0.048,,,,,,,distress,0.046
82,transaction,0.057,effect,0.049,bill,0.028,,,,,resource,0.053,,,attention,0.036,collateral,0.045,,,zingales,0.046,,,,,shareholder,0.048,,,,,,,diverge,0.046
83,uncertainty,0.057,explain,0.049,class,0.028,,,,,robinson,0.053,,,benchmark,0.036,creditor,0.045,,,show,0.044,,,,,measure,0.045,,,,,,,documented,0.046
84,buy,0.051,level,0.049,cochrane,0.028,,,,,settle,0.053,,,berk,0.036,empirically,0.045,,,across,0.042,,,,,variation,0.045,,,,,,,empirically,0.046
85,component,0.051,average,0.046,cointegrated,0.028,,,,,sizable,0.053,,,bought,0.036,finance,0.045,,,financial,0.042,,,,,company,0.043,,,,,,,extreme,0.046
86,consider,0.051,behavior,0.046,conjunction,0.028,,,,,solow,0.053,,,costly,0.036,impact,0.045,,,market,0.041,,,,,explained,0.043,,,,,,,fails,0.046
87,determined,0.051,small,0.046,constantinides,0.028,,,,,technological,0.053,,,decision,0.036,law,0.045,,,analyzing,0.04,,,,,option,0.043,,,,,,,far,0.046
88,experiencing,0.051,value,0.043,containing,0.028,,,,,therefore,0.053,,,derive,0.036,monitoring,0.045,,,benefit,0.04,,,,,find,0.042,,,,,,,focus,0.046
89,fundamental,0.051,market,0.036,description,0.028,,,,,treat,0.053,,,differential,0.036,panel,0.045,,,compared,0.04,,,,,theory,0.042,,,,,,,grossman,0.046
90,option,0.051,,,determining,0.028,,,,,varies,0.053,,,disproportionately,0.036,petersen,0.045,,,constraint,0.04,,,,,well,0.042,,,,,,,highly,0.046
91,sale,0.051,,,differing,0.028,,,,,accounting,0.046,,,effort,0.036,specific,0.045,,,french,0.04,,,,,account,0.039,,,,,,,iii,0.046
92,selling,0.051,,,dislike,0.028,,,,,amount,0.046,,,fact,0.036,time,0.045,,,investigates,0.04,,,,,article,0.039,,,,,,,limit,0.046
93,short,0.051,,,distributed,0.028,,,,,associated,0.046,,,finally,0.036,model,0.042,,,managerial,0.04,,,,,strong,0.039,,,,,,,need,0.046
94,tax,0.051,,,epstein,0.028,,,,,basis,0.046,,,green,0.036,current,0.041,,,moore,0.04,,,,,applies,0.036,,,,,,,possibility,0.046
95,analysis,0.047,,,essentially,0.028,,,,,compared,0.046,,,heterogeneity,0.036,debt,0.041,,,previous,0.04,,,,,attribution,0.036,,,,,,,prediction,0.046
96,difference,0.047,,,expressed,0.028,,,,,controlled,0.046,,,imply,0.036,dynamic,0.041,,,public,0.04,,,,,autocorrelations,0.036,,,,,,,private,0.046
97,dividend,0.047,,,fear,0.028,,,,,deeper,0.046,,,index,0.036,examines,0.041,,,quality,0.04,,,,,capitalization,0.036,,,,,,,provides,0.046
98,driven,0.047,,,fluctuating,0.028,,,,,exploiting,0.046,,,intermediary,0.036,finding,0.041,,,rajan,0.04,,,,,contrarian,0.036,,,,,,,quality,0.046
99,generate,0.047,,,forecaster,0.028,,,,,hall,0.046,,,jensen,0.036,form,0.041,,,relatively,0.04,,,,,corporate,0.036,,,,,,,relatively,0.046
100,hypothesis,0.047,,,forecasting,0.028,,,,,historically,0.046,,,metric,0.036,issue,0.041,,,theory,0.04,,,,,decile,0.036,,,,,,,risky,0.046
101,many,0.047,,,four,0.028,,,,,produce,0.046,,,net,0.036,process,0.041,,,typically,0.04,,,,,earned,0.036,,,,,,,suggests,0.046
102,miller,0.047,,,history,0.028,,,,,residual,0.046,,,outperform,0.036,rule,0.041,,,weakest,0.04,,,,,evaluated,0.036,,,,,,,summer,0.046
103,preference,0.047,,,identically,0.028,,,,,total,0.046,,,particular,0.036,series,0.041,,,cannot,0.036,,,,,five,0.036,,,,,,,typically,0.046
104,present,0.047,,,importance,0.028,,,,,versus,0.046,,,passive,0.036,capital,0.039,,,human,0.036,,,,,following,0.036,,,,,,,waldmann,0.046
105,set,0.047,,,imposes,0.028,,,,,current,0.041,,,performed,0.036,account,0.037,,,increase,0.036,,,,,idiosyncratic,0.036,,,,,,,ability,0.042
106,simple,0.047,,,independently,0.028,,,,,determined,0.041,,,persistence,0.036,analysis,0.037,,,informed,0.036,,,,,initial,0.036,,,,,,,cycle,0.042
107,one,0.043,,,intermediate,0.028,,,,,document,0.041,,,persistent,0.036,economy,0.037,,,management,0.036,,,,,lag,0.036,,,,,,,determinant,0.042
108,significant,0.043,,,introduced,0.028,,,,,exploit,0.041,,,possible,0.036,examine,0.037,,,tax,0.036,,,,,local,0.036,,,,,,,equilibrium,0.042
109,size,0.043,,,judge,0.028,,,,,industry,0.041,,,predict,0.036,set,0.037,,,term,0.036,,,,,negative,0.036,,,,,,,experiencing,0.042
110,test,0.043,,,justify,0.028,,,,,likely,0.041,,,priced,0.036,fund,0.034,,,within,0.036,,,,,providing,0.036,,,,,,,explains,0.042
111,cost,0.04,,,lettau,0.028,,,,,much,0.041,,,received,0.036,interest,0.034,,,asset,0.035,,,,,riskier,0.036,,,,,,,feature,0.042
112,effect,0.04,,,life,0.028,,,,,origin,0.041,,,regularity,0.036,using,0.034,,,correlated,0.033,,,,,ritter,0.036,,,,,,,fundamental,0.042
113,information,0.04,,,linear,0.028,,,,,part,0.041,,,reproduces,0.036,variation,0.032,,,economy,0.033,,,,,seasoned,0.036,,,,,,,implication,0.042
114,large,0.04,,,linearized,0.028,,,,,place,0.041,,,seem,0.036,find,0.03,,,equity,0.033,,,,,selectivity,0.036,,,,,,,make,0.042
115,result,0.04,,,ludvigson,0.028,,,,,within,0.041,,,selection,0.036,period,0.03,,,pattern,0.033,,,,,self,0.036,,,,,,,moreover,0.042
116,find,0.037,,,moving,0.028,,,,,analysis,0.038,,,sold,0.036,problem,0.03,,,sample,0.033,,,,,specifically,0.036,,,,,,,particularly,0.042
117,problem,0.037,,,namely,0.028,,,,,call,0.038,,,thus,0.036,rate,0.03,,,state,0.033,,,,,timing,0.036,,,,,,,sale,0.042
118,time,0.037,,,novel,0.028,,,,,driven,0.038,,,widely,0.036,portfolio,0.028,,,consistent,0.03,,,,,underreaction,0.036,,,,,,,miller,0.038
119,capital,0.033,,,permanent,0.028,,,,,economic,0.038,,,better,0.032,absolute,0.026,,,long,0.03,,,,,using,0.036,,,,,,,potential,0.038
120,risk,0.031,,,plus,0.028,,,,,potential,0.038,,,buy,0.032,administration,0.026,,,related,0.03,,,,,whether,0.036,,,,,,,sell,0.038
121,show,0.031,,,popular,0.028,,,,,present,0.038,,,current,0.032,adversely,0.026,,,using,0.03,,,,,zhang,0.036,,,,,,,structure,0.038
122,market,0.029,,,posit,0.028,,,,,run,0.038,,,determinant,0.032,alternative,0.026,,,factor,0.028,,,,,aggregate,0.033,,,,,,,also,0.035
123,return,0.029,,,predicting,0.028,,,,,set,0.038,,,directly,0.032,amplified,0.026,,,individual,0.028,,,,,abnormal,0.032,,,,,,,appear,0.035
124,,,,,predictive,0.028,,,,,change,0.035,,,feature,0.032,amplify,0.026,,,large,0.028,,,,,arise,0.032,,,,,,,corporate,0.035
125,,,,,procyclical,0.028,,,,,long,0.035,,,issue,0.032,answer,0.026,,,average,0.026,,,,,asymmetric,0.032,,,,,,,firm,0.035
126,,,,,prospect,0.028,,,,,observed,0.035,,,past,0.032,approximation,0.026,,,behavior,0.026,,,,,biased,0.032,,,,,,,premium,0.035
127,,,,,quarterly,0.028,,,,,aggregate,0.032,,,puzzle,0.032,asymmetry,0.026,,,rate,0.026,,,,,buying,0.032,,,,,,,related,0.035
128,,,,,recession,0.028,,,,,explain,0.032,,,question,0.032,asymptotic,0.026,,,well,0.026,,,,,cause,0.032,,,,,,,significant,0.035
129,,,,,schwert,0.028,,,,,growth,0.032,,,article,0.029,autocorrelation,0.026,,,accommodate,0.023,,,,,exposure,0.032,,,,,,,using,0.035
130,,,,,shared,0.028,,,,,measure,0.032,,,doe,0.029,biggest,0.026,,,affected,0.023,,,,,generates,0.032,,,,,,,cost,0.033
131,,,,,singleton,0.028,,,,,find,0.03,,,economy,0.029,bootstrap,0.026,,,aghion,0.023,,,,,held,0.032,,,,,,,explain,0.033
132,,,,,summarize,0.028,,,,,high,0.03,,,equity,0.029,broadly,0.026,,,analytical,0.023,,,,,highly,0.032,,,,,,,pricing,0.033
133,,,,,summarizes,0.028,,,,,empirical,0.028,,,even,0.029,building,0.026,,,argues,0.023,,,,,loser,0.032,,,,,,,variation,0.033
134,,,,,temporal,0.028,,,,,performance,0.028,,,measured,0.029,capitalized,0.026,,,argument,0.023,,,,,mean,0.032,,,,,,,volatility,0.033
135,,,,,treasury,0.028,,,,,show,0.025,,,present,0.029,carefully,0.026,,,arm,0.023,,,,,outperform,0.032,,,,,,,problem,0.03
136,,,,,unexplained,0.028,,,,,return,0.024,,,relationship,0.029,carlo,0.026,,,aspect,0.023,,,,,performed,0.032,,,,,,,small,0.03
137,,,,,utility,0.028,,,,,,,,,security,0.029,case,0.026,,,awry,0.023,,,,,predictability,0.032,,,,,,,time,0.03
138,,,,,variety,0.028,,,,,,,,,consistent,0.027,circle,0.026,,,back,0.023,,,,,private,0.032,,,,,,,well,0.03
139,,,,,varying,0.028,,,,,,,,,evidence,0.027,closely,0.026,,,bankruptcy,0.023,,,,,produce,0.032,,,,,,,investor,0.027
140,,,,,vector,0.028,,,,,,,,,explanation,0.027,collapse,0.026,,,bargaining,0.023,,,,,proxy,0.032,,,,,,,show,0.025
141,,,,,volatile,0.028,,,,,,,,,important,0.027,collected,0.026,,,begun,0.023,,,,,unified,0.032,,,,,,,,
142,,,,,yaron,0.028,,,,,,,,,lower,0.027,compare,0.026,,,berle,0.023,,,,,winner,0.032,,,,,,,,
143,,,,,zin,0.028,,,,,,,,,related,0.027,comparing,0.026,,,birth,0.023,,,,,would,0.032,,,,,,,,
144,,,,,add,0.025,,,,,,,,,size,0.027,compensate,0.026,,,bound,0.023,,,,,time,0.031,,,,,,,,
145,,,,,capture,0.025,,,,,,,,,financial,0.025,composition,0.026,,,character,0.023,,,,,ability,0.029,,,,,,,,
146,,,,,consumer,0.025,,,,,,,,,growth,0.025,compute,0.026,,,characterize,0.023,,,,,cannot,0.029,,,,,,,,
147,,,,,despite,0.025,,,,,,,,,investment,0.025,confined,0.026,,,circumscribe,0.023,,,,,empirical,0.029,,,,,,,,
